VAR,col
ERR_CD_RVW,413
ERR_CD_S7,414
ERR_CD_SBS,415
ERR_CD_SCD,416
ERR_CD_SEQ,417
ERR_CD_SG,418
ERR_CD_SH,419
ERR_CD_SI,420
ERR_CD_SL,421
ERR_CD_SPS,422
ERR_CD_ST,423
ERR_CD_SUT,424
ERR_CD_SV,425
ERR_CD_T01,426
ERR_CD_TOC,427
ERR_CD_TR1,428
ERR_CD_TR2,429
ERR_CD_TR3,430
ERR_CD_TR4,431
ERR_CD_TR5,432
ERR_CD_TR6,433
ERR_CD_UM0,434
ERR_CD_UM1,435
ERR_CD_UM2,436
ERR_CD_UM5,437
ERR_CD_UM6,438
ERR_CD_UMG,439
ERR_CD_UMZ,440
ERR_CD_UO,441
ERR_CD_UZ,442
ERR_CD_VAU,443
ERR_CD_VCB,444
ERR_CD_VS,445
ERR_CD_WCS,446
ERR_CD_WGP,447
ERR_CD_WIB,448
ERR_CD_WY,449
ERR_CD_X4,450
ERR_CD_X8,451
ERR_CD_XB,452
ERR_CD_XD,453
ERR_CD_XE,454
ERR_CD_XJ,455
ERR_CD_XPR,456
ERR_CD_XZ,457
ERR_CD_Y2,458
ERR_CD_YK,459
ERR_CD_YL,460
ERR_CD_YO,461
ERR_CD_YQ,462
ERR_CD_Z4,463
ERR_CD_ZG,464
ERR_CD_ZH,465
ERR_CD_ZLC,466
ERR_CD_ZM,467
ERR_CD_ZU,468
ERR_CD_ZV,469
ERR_CD_ZZ,470
FULL_MNGMNT_BU_CD_60U1113X,471
FULL_MNGMNT_BU_CD_60U1A13X,472
FULL_MNGMNT_BU_CD_60U2113X,473
FULL_MNGMNT_BU_CD_60U2117X,474
FULL_MNGMNT_BU_CD_60U2A13X,475
FULL_MNGMNT_BU_CD_63100000,476
FULL_MNGMNT_BU_CD_63300000,477
FULL_MNGMNT_BU_CD_63500000,478
FULL_MNGMNT_BU_CD_63700000,479
FULL_MNGMNT_BU_CD_63800000,480
FULL_MNGMNT_BU_CD_63B00000,481
FULL_MNGMNT_BU_CD_63G00000,482
FULL_MNGMNT_BU_CD_63J00000,483
FULL_MNGMNT_BU_CD_63L00000,484
FULL_MNGMNT_BU_CD_63Q00000,485
FULL_MNGMNT_BU_CD_63R00000,486
FULL_MNGMNT_BU_CD_63U00000,487
FULL_MNGMNT_BU_CD_63Y00000,488
FULL_MNGMNT_BU_CD_65100000,489
FULL_MNGMNT_BU_CD_6511113X,490
FULL_MNGMNT_BU_CD_6512113X,491
FULL_MNGMNT_BU_CD_6513113X,492
FULL_MNGMNT_BU_CD_65500000,493
FULL_MNGMNT_BU_CD_65800000,494
FULL_MNGMNT_BU_CD_66100000,495
FULL_MNGMNT_BU_CD_66300000,496
FULL_MNGMNT_BU_CD_66500000,497
FULL_MNGMNT_BU_CD_66600000,498
FULL_MNGMNT_BU_CD_66700000,499
FULL_MNGMNT_BU_CD_66800000,500
FULL_MNGMNT_BU_CD_67600000,501
FULL_MNGMNT_BU_CD_67700000,502
FULL_MNGMNT_BU_CD_ABW00000,503
FULL_MNGMNT_BU_CD_BIZM117X,504
FULL_MNGMNT_BU_CD_BSZM113X,505
FULL_MNGMNT_BU_CD_CCN00000,506
FULL_MNGMNT_BU_CD_CMJ00000,507
FULL_MNGMNT_BU_CD_CPB00000,508
FULL_MNGMNT_BU_CD_CSP00000,509
FULL_MNGMNT_BU_CD_GBR00000,510
FULL_MNGMNT_BU_CD_GHG00000,511
FULL_MNGMNT_BU_CD_GIG5112X,512
FULL_MNGMNT_BU_CD_GJG00000,513
FULL_MNGMNT_BU_CD_GKG00000,514
FULL_MNGMNT_BU_CD_GLG00000,515
FULL_MNGMNT_BU_CD_GRG00000,516
FULL_MNGMNT_BU_CD_GSG5114X,517
FULL_MNGMNT_BU_CD_GSG511SX,518
FULL_MNGMNT_BU_CD_GST00000,519
FULL_MNGMNT_BU_CD_HINW112X,520
FULL_MNGMNT_BU_CD_HSGW112X,521
FULL_MNGMNT_BU_CD_ICTH112X,522
FULL_MNGMNT_BU_CD_ICTH113X,523
FULL_MNGMNT_BU_CD_INCD112X,524
FULL_MNGMNT_BU_CD_INCD1Z2X,525
FULL_MNGMNT_BU_CD_INEF117X,526
FULL_MNGMNT_BU_CD_JCZ00000,527
FULL_MNGMNT_BU_CD_KNYY112X,528
FULL_MNGMNT_BU_CD_KYO00000,529
FULL_MNGMNT_BU_CD_MEX00000,530
FULL_MNGMNT_BU_CD_MJ100000,531
FULL_MNGMNT_BU_CD_MJE00000,532
FULL_MNGMNT_BU_CD_MJO00000,533
FULL_MNGMNT_BU_CD_NAC00000,534
FULL_MNGMNT_BU_CD_NAH00000,535
FULL_MNGMNT_BU_CD_NAI00000,536
FULL_MNGMNT_BU_CD_NAM00000,537
FULL_MNGMNT_BU_CD_NAO00000,538
FULL_MNGMNT_BU_CD_NAT00000,539
FULL_MNGMNT_BU_CD_NAV00000,540
FULL_MNGMNT_BU_CD_NAW00000,541
FULL_MNGMNT_BU_CD_NCM00000,542
FULL_MNGMNT_BU_CD_NMJ00000,543
FULL_MNGMNT_BU_CD_NNC00000,544
FULL_MNGMNT_BU_CD_NRC00000,545
FULL_MNGMNT_BU_CD_NRI00000,546
FULL_MNGMNT_BU_CD_NRK00000,547
FULL_MNGMNT_BU_CD_NRM00000,548
FULL_MNGMNT_BU_CD_NRN00000,549
FULL_MNGMNT_BU_CD_NRO00000,550
FULL_MNGMNT_BU_CD_NRW00000,551
FULL_MNGMNT_BU_CD_NSI00000,552
FULL_MNGMNT_BU_CD_NSO00000,553
FULL_MNGMNT_BU_CD_NSP00000,554
FULL_MNGMNT_BU_CD_NSY00000,555
FULL_MNGMNT_BU_CD_PBE00000,556
FULL_MNGMNT_BU_CD_PBI00000,557
FULL_MNGMNT_BU_CD_PBO00000,558
FULL_MNGMNT_BU_CD_SCS00000,559
FULL_MNGMNT_BU_CD_SGC00000,560
FULL_MNGMNT_BU_CD_SGCD113X,561
FULL_MNGMNT_BU_CD_SGEF117X,562
FULL_MNGMNT_BU_CD_SGKY113X,563
FULL_MNGMNT_BU_CD_SGOO113X,564
FULL_MNGMNT_BU_CD_SGOO1Z3X,565
FULL_MNGMNT_BU_CD_SMII113X,566
FULL_MNGMNT_BU_CD_SMII1Z3X,567
FULL_MNGMNT_BU_CD_SMTH113X,568
FULL_MNGMNT_BU_CD_SMTH1Z3X,569
FULL_MNGMNT_BU_CD_SPE00000,570
FULL_MNGMNT_BU_CD_SPI00000,571
FULL_MNGMNT_BU_CD_SSW00000,572
FULL_MNGMNT_BU_CD_VINZ112X,573
FULL_MNGMNT_BU_CD_VKY00000,574
FULL_MNGMNT_BU_CD_VMJ00000,575
FULL_MNGMNT_BU_CD_VPB00000,576
FULL_MNGMNT_BU_CD_VSGZ113X,577
FULL_MNGMNT_BU_CD_VSGZ114X,578
FULL_MNGMNT_BU_CD_VSL00000,579
HCPCS_CD_36415,580
HCPCS_CD_43239,581
HCPCS_CD_45378,582
HCPCS_CD_45380,583
HCPCS_CD_45385,584
HCPCS_CD_70450,585
HCPCS_CD_71045,586
HCPCS_CD_71046,587
HCPCS_CD_71260,588
HCPCS_CD_73630,589
HCPCS_CD_74176,590
HCPCS_CD_74177,591
HCPCS_CD_76705,592
HCPCS_CD_77063,593
HCPCS_CD_77067,594
HCPCS_CD_80047,595
HCPCS_CD_80048,596
HCPCS_CD_80051,597
HCPCS_CD_80053,598
HCPCS_CD_80061,599
HCPCS_CD_80076,600
HCPCS_CD_80307,601
HCPCS_CD_81001,602
HCPCS_CD_81003,603
HCPCS_CD_81025,604
HCPCS_CD_82040,605
HCPCS_CD_82150,606
HCPCS_CD_82306,607
HCPCS_CD_82310,608
HCPCS_CD_82550,609
HCPCS_CD_82553,610
HCPCS_CD_82565,611
HCPCS_CD_82570,612
HCPCS_CD_82607,613
HCPCS_CD_82728,614
HCPCS_CD_82947,615
HCPCS_CD_82962,616
HCPCS_CD_83036,617
HCPCS_CD_83540,618
HCPCS_CD_83550,619
HCPCS_CD_83605,620
HCPCS_CD_83615,621
HCPCS_CD_83690,622
HCPCS_CD_83735,623
HCPCS_CD_83880,624
HCPCS_CD_83970,625
HCPCS_CD_84075,626
HCPCS_CD_84100,627
HCPCS_CD_84132,628
HCPCS_CD_84153,629
HCPCS_CD_84439,630
HCPCS_CD_84443,631
HCPCS_CD_84450,632
HCPCS_CD_84460,633
HCPCS_CD_84484,634
HCPCS_CD_84520,635
HCPCS_CD_84550,636
HCPCS_CD_84702,637
HCPCS_CD_84703,638
HCPCS_CD_85014,639
HCPCS_CD_85018,640
HCPCS_CD_85025,641
HCPCS_CD_85027,642
HCPCS_CD_85379,643
HCPCS_CD_85610,644
HCPCS_CD_85652,645
HCPCS_CD_85730,646
HCPCS_CD_86140,647
HCPCS_CD_86850,648
HCPCS_CD_86900,649
HCPCS_CD_86901,650
HCPCS_CD_87040,651
HCPCS_CD_87070,652
HCPCS_CD_87077,653
HCPCS_CD_87081,654
HCPCS_CD_87086,655
HCPCS_CD_87088,656
HCPCS_CD_87186,657
HCPCS_CD_87205,658
HCPCS_CD_87340,659
HCPCS_CD_87491,660
HCPCS_CD_87591,661
HCPCS_CD_88304,662
HCPCS_CD_88305,663
HCPCS_CD_88307,664
HCPCS_CD_88342,665
HCPCS_CD_90471,666
HCPCS_CD_90715,667
HCPCS_CD_90853,668
HCPCS_CD_90999,669
HCPCS_CD_93005,670
HCPCS_CD_93017,671
HCPCS_CD_93306,672
HCPCS_CD_94640,673
HCPCS_CD_96360,674
HCPCS_CD_96361,675
HCPCS_CD_96365,676
HCPCS_CD_96366,677
HCPCS_CD_96367,678
HCPCS_CD_96372,679
HCPCS_CD_96374,680
HCPCS_CD_96375,681
HCPCS_CD_96376,682
HCPCS_CD_96413,683
HCPCS_CD_96415,684
HCPCS_CD_97110,685
HCPCS_CD_97112,686
HCPCS_CD_97116,687
HCPCS_CD_97140,688
HCPCS_CD_97161,689
HCPCS_CD_97162,690
HCPCS_CD_97530,691
HCPCS_CD_99152,692
HCPCS_CD_99211,693
HCPCS_CD_99212,694
HCPCS_CD_99213,695
HCPCS_CD_99214,696
HCPCS_CD_99282,697
HCPCS_CD_99283,698
HCPCS_CD_99284,699
HCPCS_CD_99285,700
HCPCS_CD_A4657,701
HCPCS_CD_A9270,702
HCPCS_CD_C1713,703
HCPCS_CD_C1769,704
HCPCS_CD_C1894,705
HCPCS_CD_G0151,706
HCPCS_CD_G0152,707
HCPCS_CD_G0299,708
HCPCS_CD_G0300,709
HCPCS_CD_G0378,710
HCPCS_CD_G0463,711
HCPCS_CD_G8978,712
HCPCS_CD_G8979,713
HCPCS_CD_H0015,714
HCPCS_CD_J0131,715
HCPCS_CD_J0171,716
HCPCS_CD_J0330,717
HCPCS_CD_J0690,718
HCPCS_CD_J0696,719
HCPCS_CD_J1100,720
HCPCS_CD_J1170,721
HCPCS_CD_J1200,722
HCPCS_CD_J1270,723
HCPCS_CD_J1642,724
HCPCS_CD_J1644,725
HCPCS_CD_J1650,726
HCPCS_CD_J1756,727
HCPCS_CD_J1885,728
HCPCS_CD_J2001,729
HCPCS_CD_J2060,730
HCPCS_CD_J2250,731
HCPCS_CD_J2270,732
HCPCS_CD_J2370,733
HCPCS_CD_J2405,734
HCPCS_CD_J2704,735
HCPCS_CD_J2710,736
HCPCS_CD_J2765,737
HCPCS_CD_J3010,738
HCPCS_CD_J3490,739
HCPCS_CD_J7030,740
HCPCS_CD_J7040,741
HCPCS_CD_J7050,742
HCPCS_CD_J7120,743
HCPCS_CD_Q4081,744
HCPCS_CD_Q5001,745
HCPCS_CD_Q9967,746
HCPCS_CD_S5102,747
HCPCS_CD_Z7502,748
HCPCS_CD_Z7610,749
HCPCS_MDFR_CD_25,750
HCPCS_MDFR_CD_33,751
HCPCS_MDFR_CD_50,752
HCPCS_MDFR_CD_59,753
HCPCS_MDFR_CD_90,754
HCPCS_MDFR_CD_91,755
