KEY_CHK_DCN_NBR,CURNT_QUE_UNIT_NBR,DTL_LINE_NBR,Result,Model_Score
19123CP9752,ST,02,0263249364,0.229237
19123CP9752,ST,03,0263249364,0.13768663
19123CP9752,ST,04,0263249364,0.5057506
19123CQ1450,ST,01,0263478916,0.5230222
19123CQ3942,ST,01,0261890365,0.6517606
19123CQ4039,ST,01,0248881683,0.41751808
19123CQ4039,ST,02,0248881683,0.6993618
19123CQ4039,ST,03,0248881683,0.56355804
19123CQ4040,ST,01,0250586099,0.5056203
19123CQ4065,ST,01,0249757668,0.03692841
19123CQ4065,ST,02,0249757668,0.034309223
19123CQ4065,ST,03,0249757668,0.03971224
19123CQ4068,ST,01,0248850552,0.022924237
19123CQ4068,ST,02,0249757668,0.026205888
19123CQ4068,ST,03,0249757668,0.022685533
19123CQ4068,ST,04,0249757668,0.024371674
19123CQ4068,ST,05,0249757668,0.024371674
19123CQ4069,ST,01,0248850552,0.11199909
19123CQ4069,ST,02,0248850552,0.11199909
19123CQ5875,ST,01,0263843782,0.73919994
19123CQ5875,ST,02,0263843782,0.73919994
19123CQ5922,ST,01,3732673,0.0527082
19123CQ5924,ST,01,3732673,0.0527082
19123CQ5935,ST,01,3732673,0.0527082
19123CY7853,ST,01,0261943381,0.0011956185
19123CY7853,ST,02,0262232543,0.0038194184
19123CY7921,ST,01,0261943381,0.0011956185
19123CY7921,ST,02,0262232543,0.0038194184
19123CZ4684,ST,01,4362311,0.60370475
19123CZ7909,ST,01,4035005,0.55139965
19123CZ7909,ST,02,4035005,0.47076586
19123DA2625,1#,01,4232963,0.79040456
19123DA2625,1#,02,4232963,0.47848338
19123DA2625,1#,03,4232963,0.79040456
19123DA2625,1#,04,4232963,0.47848338
19123DA2625,1#,05,4232963,0.35710827
