KEY_CHK_DCN_NBR,CURNT_QUE_UNIT_NBR,DTL_LINE_NBR,Result,Model_Score
19128MH5683,1#,04,3263574,0.00030594485
19129086629,ST,01,0263815356,0.19887972
19129086629,ST,02,0263815356,0.19887972
19129495476,1#,01,3985670,0.22761577
19129495476,1#,02,3985670,0.23827636
19129495476,1#,03,3985670,0.21379346
19129495476,1#,04,3985670,0.21568854
19129495476,1#,05,3985670,0.20657314
19129495476,1#,06,3985670,0.20657314
19129495476,1#,07,3985670,0.22656137
19129495476,1#,08,3985670,0.18315281
19129495476,1#,09,3985670,0.19651307
19129495476,1#,10,3985670,0.19100834
19129495476,1#,11,3985670,0.19100834
19129496208,1#,01,3985670,0.30685127
19129496208,1#,02,3985670,0.4772662
19129496208,1#,03,3985670,0.8460455
19129496208,1#,04,3985670,0.53657526
19129496208,1#,05,3985670,0.831911
19129496208,1#,06,3985670,0.7996078
19129496208,1#,07,3985670,0.6657125
19129496208,1#,08,3985670,0.73427755
19129496208,1#,09,3985670,0.7354962
19129496208,1#,10,3985670,0.803178
19129496208,1#,11,3985670,0.9433059
19129496208,1#,12,3985670,0.78453517
19129496208,1#,13,3985670,0.7486642
19129496208,1#,14,3985670,0.93062055
19129496208,1#,15,3985670,0.97832274
19129496208,1#,16,3985670,0.9824708
19129496208,1#,17,3985670,0.9741891
19129496208,1#,18,3985670,0.9514399
19129496208,1#,19,3985670,0.9517438
19129496208,1#,20,3985670,0.9449357
19129496208,1#,21,3985670,0.9643332
19129496208,1#,22,3985670,0.9312085
19129496208,1#,23,3985670,0.9284388
19129496208,1#,24,3985670,0.9170375
19129496853,ST,01,0263457043,0.54920334
19129496856,1#,01,0240505661,1.7825312e-06
19129497691,ST,01,3397908,0.4092599
19129497691,ST,02,3397908,0.09109454
19129497691,ST,03,3397908,0.022357432
19129498341,ST,01,4254461,0.26475415
19129498341,ST,02,4254461,0.26475415
19129498341,ST,03,4460708,0.10707962
19129498341,ST,04,4460708,0.10707962
19129878539,1#,01,0263297356,0.094215885
19129BE7815,ST,01,0259843388,0.00186926
19129BE7815,ST,02,0259843388,0.00186926
19129BE7815,ST,03,0259843388,0.00186926
19129BE7815,ST,04,0237313111,0.0013008113
19129BF0311,ST,01,0262557740,0.09039255
19129BF0311,ST,02,0262557740,0.48962513
19129BF0311,ST,03,0262557740,0.10306142
19129BF4328,ST,01,0264052327,0.23200697
19129BH5611,ST,01,0261740698,0.0016726977
19129BH5611,ST,02,0261740698,0.0016726977
19129BH5845,ST,01,0253762261,0.45623606
19129BH5845,ST,02,0253762261,0.45623606
19129BH5845,ST,03,0253762261,0.28004602
19129BH6436,ST,01,3855626,0.08804788
19129BI5058,ST,01,0261983157,0.10240354
19129BI5058,ST,02,0261983157,0.10240354
19129BI5187,ST,01,0259095224,0.088152684
19129BI5187,ST,02,0264164405,0.04657329
19129BI5362,ST,01,0258956290,0.0010352397
19129BI5362,ST,02,0258956290,0.0011879519
19129BI5362,ST,03,0258956290,0.0044011576
19129BI5362,ST,04,0258956290,0.0044011576
19129BI5419,ST,01,0263637834,0.37882403
19129BI5529,ST,01,0262030923,0.14733963
19129BI5529,ST,02,0262030923,0.14733963
19129BI6564,1#,01,4267597,0.5377504
19129BI6564,1#,02,4267597,0.5377504
19129BI6564,1#,03,4267597,0.5377504
19129BI6564,1#,04,4267597,0.5020138
19129BI6564,1#,05,4267597,0.5020138
19129BK9780,ST,01,4268096,0.00027529802
19129BK9780,ST,02,4268096,0.00027529802
19129BN0886,ST,01,4515958,0.027588332
19129BN0886,ST,02,4515958,0.027588332
19129BN0886,ST,03,4515958,0.027588332
19129BN0886,ST,04,4515958,0.027588332
19129BN0886,ST,05,4515958,0.027588332
19129BN0886,ST,06,4515958,0.027588332
19129BN0887,ST,01,4229104,0.027862918
19129BN0898,ST,01,3993408,0.003713281
19129BO3519,ST,01,4488245,0.38487345
19129BO4971,ST,01,4414980,0.59430903
19129BQ2803,ST,01,4071923,0.0032709313
19129BQ2803,ST,02,4071923,0.0032709313
19129BQ2803,ST,03,4071923,0.0032709313
19129BQ2803,ST,04,4071923,0.0032709313
19129BQ2803,ST,05,4071923,0.0032709313
19129BQ2803,ST,06,4071923,0.0032709313
19129BQ2803,ST,07,4071923,0.0032709313
19129BQ2803,ST,08,4071923,0.0032709313
19129BQ2803,ST,09,4071923,0.0032709313
19129BQ2803,ST,10,4071923,0.0032709313
19129BQ2803,ST,11,4071923,0.0032709313
19129BQ2803,ST,12,4071923,0.0032709313
19129BQ2803,ST,13,4071923,0.0032709313
19129BQ2803,ST,14,4071923,0.0032709313
19129BQ2803,ST,15,4071923,0.0032709313
19129BQ2803,ST,16,4071923,0.0032709313
19129BQ2803,ST,17,4071923,0.0032709313
19129BQ2803,ST,18,4071923,0.0032709313
19129BQ2803,ST,19,4071923,0.0032709313
19129BQ2803,ST,20,4071923,0.0032709313
19129BQ2803,ST,21,4071923,0.0032709313
19129BQ2803,ST,22,4071923,0.0032709313
19129BQ2803,ST,23,4071923,0.0032709313
19129BQ2803,ST,24,4071923,0.0032709313
19129BQ2803,ST,25,4071923,0.0032709313
19129BQ2803,ST,26,4071923,0.0032709313
19129BQ2803,ST,27,4071923,0.0032709313
19129BQ2803,ST,28,4071923,0.0032709313
19129BS0790,1#,01,3652904,0.6824776
19129BS0790,1#,02,3652904,0.5227302
19129BS0793,1#,01,3704446,0.8487954
19129BS0793,1#,02,3704446,0.7235092
19129BS0795,1#,01,3351192,0.10595219
19129BS0795,1#,02,3351192,0.36288726
19129BS1862,ST,01,4409598,0.41184542
19129BS3263,ST,01,0263135236,0.08979484
19129BS3263,ST,02,0263135236,0.12842913
19129BS3263,ST,03,0263135236,0.08979484
19129BS3263,ST,04,0263135236,0.12842913
19129BS3292,ST,01,0263373659,0.56670356
19129BS5822,1#,01,0260565066,0.009441444
19129BS6343,ST,01,0263999105,0.03356938
19129BS6343,ST,02,0263999105,0.0053060055
19129BS6343,ST,03,0263999105,0.0053060055
19129BS7089,ST,01,3385683,0.043875203
19129BS7216,ST,01,4022367,0.08704708
19129BS7216,ST,02,4022367,0.08704708
19129BS7216,ST,03,4022367,0.100732744
19129BS8083,ST,01,0258857934,0.0019607907
19129BS8083,ST,02,0258857934,0.0014579694
19129BS8083,ST,03,0259338761,0.004580108
19129BS8083,ST,04,0259338761,0.004580108
19129BS8083,ST,05,0259338761,0.004580108
19129BS8589,ST,01,4035567,0.149708
19129BS8589,ST,02,4035567,0.19489546
19129BS8589,ST,03,4035567,0.11144773
19129BS8589,ST,04,4035567,0.06236155
19129BS8589,ST,05,4035567,0.06236155
19129BS8589,ST,06,4035567,0.10129979
19129BS8589,ST,07,4035567,0.11144773
19129BS8589,ST,08,4035567,0.11144773
19129BS8589,ST,09,4035567,0.11144773
19129BS8589,ST,10,4035567,0.11144773
19129BS8589,ST,11,4035567,0.0769732
19129BS8661,ST,01,4406554,0.708097
19129BS8661,ST,02,4406554,0.20523751
19129BS8661,ST,03,4406554,0.19757584
19129BS8661,ST,04,4406554,0.2711031
19129BS8661,ST,05,4406554,0.19929047
19129BS8661,ST,06,4406554,0.19757584
19129BU1867,ST,01,3825799,0.047012944
19129BU4263,ST,01,4392285,0.02469834
19129BU4263,ST,02,4392285,0.02469834
19129BU4263,ST,03,4392285,0.02091748
19129BU4451,1#,01,0263476776,0.5283185
19129BW7085,ST,01,0262301562,0.0011042167
19129BX0362,ST,01,0263863567,0.0064202654
19129BX0362,ST,02,0263863567,0.0064202654
19129BX0362,ST,03,0258935207,0.00046542354
19129CC0115,ST,01,4396034,0.85236967
19129CC0115,ST,02,4396034,0.85236967
19129CG2393,ST,01,0259548031,0.014649084
19129CG2393,ST,02,3843789,0.06120581
19129CG2393,ST,03,3843789,0.0018470023
19129CG2393,ST,04,3843789,0.0018470023
19129CI8044,ST,01,0262253276,0.101941325
19129CI8140,1#,01,0263779747,0.22962669
19129CI8145,1#,01,0261584117,0.098898254
19129CI8146,1#,01,0261584117,0.06231894
19129CI8187,1#,01,0262604021,0.3072974
19129CI8187,1#,02,0262604021,0.3072974
19129CI8415,ST,01,0262593301,0.31940803
19129CI8415,ST,02,0262593301,0.31940803
19129CI8686,1#,01,4139720,0.14518873
19129CI8686,1#,02,4139720,0.42369822
19129CI8686,1#,03,4139720,0.09798419
19129CI8790,ST,01,0262567219,0.3072974
19129CI8790,ST,02,0262567219,0.3072974
19129CK6491,1#,01,0263969096,0.6730169
19129CK6617,1#,01,0246357842,0.00021487339
19129CK6617,1#,02,0246357842,0.00050827133
19129CK6617,1#,03,0246357842,0.00050176267
19129CK6617,1#,04,0246357842,4.0028903e-05
19129CK6948,1#,01,0264083545,0.6937515
19129CK6949,1#,01,0264083545,0.6937515
19129CK7155,ST,01,0260042566,0.020418083
19129CK7155,ST,02,0262666182,0.015760401
19129CK7155,ST,03,0260042566,0.11339867
19129CK7155,ST,04,0260042566,0.11339867
19129CL1169,ST,01,0259386044,0.12762658
19129CL1169,ST,02,0259386044,0.12762658
19129CL1169,ST,03,0259386044,0.12762658
19129CL1169,ST,04,0259386044,0.32565463
19129CL8398,ST,01,0263989997,0.73919994
19129CL8398,ST,02,0263989997,0.73919994
19129CM3190,ST,01,3642997,0.08964711
19129CM3190,ST,02,3642997,0.08964711
19129CM3190,ST,03,0261984888,0.2036857
19129CM3532,1#,01,0263148256,0.00027047194
19129CM3542,ST,01,0260777907,0.0006146313
19129CM3542,ST,02,0260777907,0.0006146313
19129CM3626,ST,01,4417338,0.58657056
19129CM3786,1#,01,0263119401,0.13620989
19129CM3786,1#,02,0263119401,0.13620989
19129CM3786,1#,03,0263119401,0.13620989
19129CM4660,1#,01,0238636148,5.4467796e-06
19129CM4660,1#,02,0238636148,5.4467796e-06
19129CM4660,1#,03,0238636148,2.0203699e-05
19129CM4660,1#,04,0238636148,1.271118e-05
19129CM4660,1#,05,0238636148,1.4319371e-05
19129CM4660,1#,06,0238636148,1.271118e-05
19129CM4660,1#,07,0238636148,1.271118e-05
19129CM4660,1#,08,0238636148,1.271118e-05
19129CM4660,1#,09,0238636148,1.271118e-05
19129CM4660,1#,10,0238636148,1.2408313e-05
19129CM4660,1#,11,0238636148,1.271118e-05
19129CM4660,1#,12,0238636148,1.271118e-05
19129CS9068,ST,01,0254124426,0.74498236
19129CS9293,ST,01,3960743,0.028934935
19129CS9293,ST,02,0262994306,0.02018565
19129CS9293,ST,03,0262994306,0.08122014
19129CS9293,ST,04,0262994306,0.077561915
19129CS9293,ST,05,0264181971,0.025474533
19129CS9293,ST,06,0262994306,0.21639742
19129CS9293,ST,07,0262994306,0.21639742
19129CS9293,ST,08,0262994306,0.016728358
19129CS9293,ST,09,0262994306,0.016728358
19129CS9293,ST,10,0262994306,0.016728358
19129CS9293,ST,11,0262994306,0.024107931
19129CS9293,ST,12,0264181971,0.025474533
19129CS9293,ST,13,0264181971,0.025474533
19129CS9293,ST,14,0262994306,0.0041547264
19129CS9293,ST,15,0264181971,0.025474533
19129CS9979,1#,01,4433448,0.34943578
19129CS9980,ST,01,4431331,0.38651958
19129CT0257,1#,01,3966572,0.7830187
19129CT0521,1#,01,0260547011,0.04445715
19129CT0551,1#,01,0259318333,0.75677073
19129CT0563,ST,01,0258411236,0.40283
19129CT0763,ST,01,0263841645,0.6625624
19129CT0763,ST,02,0263841645,0.6625624
19129CT2089,ST,01,4334553,0.29276466
19129CT2092,ST,01,4334553,0.21441527
19129CT2104,ST,01,4349559,0.21109712
19129CT2109,ST,01,4371104,0.29532847
19129CT3111,ST,01,4474808,0.042056356
19129CT3232,1#,01,0261588288,0.09476582
19129CT3232,1#,02,0261588288,0.09476582
19129CT3735,1#,01,0264040195,0.767004
19129CT3735,1#,02,0264040195,0.767004
19129CT4037,ST,01,0264036316,0.767004
19129CT4037,ST,02,0264036316,0.767004
19129CT4074,ST,01,3448528,0.08463045
19129CT4240,1#,01,4012271,0.08321118
19129CT4300,ST,01,0264046169,0.7571003
19129CT4300,ST,02,0264046169,0.7571003
19129CT6092,1#,01,0263986909,0.34782243
19129CU4199,ST,01,3904347,0.006550361
19129CU4199,ST,02,3904347,0.006550361
19129CU4199,ST,03,3904347,0.016387677
19129CU4199,ST,04,3904347,0.013341301
19129CU4199,ST,05,3904347,0.017752929
19129CU4199,ST,06,3904347,0.013341301
19129CU4199,ST,07,3904347,0.007920237
19129CU4199,ST,08,3904347,0.013341301
19129CU4199,ST,09,3904347,0.016387677
19129CU4199,ST,10,3904347,0.015050014
19129CU4199,ST,11,3904347,0.016387677
19129CU4199,ST,12,3904347,0.016478905
19129CU4199,ST,13,3904347,0.013341301
19129CU4199,ST,14,3904347,0.013878304
19129CU4199,ST,15,3904347,0.013341301
19129CU4199,ST,16,3904347,0.0026788868
19129CU4199,ST,17,3904347,0.013341301
19129CU4199,ST,18,3904347,0.016291408
19129CU4199,ST,19,3904347,0.0038077196
19129CU4199,ST,20,3904347,0.013878304
19129CU4199,ST,21,3904347,0.013341301
19129CU4596,ST,01,0263902432,0.041397355
19129CU4596,ST,02,0263902432,0.041397355
19129CU4596,ST,03,0263902432,0.041397355
19129CU4968,ST,01,4448483,0.55563676
19129CU4968,ST,02,4448483,0.6484967
19129CU4968,ST,03,4448483,0.36289927
19129CU4968,ST,04,4448483,0.3678167
19129CU4968,ST,05,4448483,0.3959059
19129CU4968,ST,06,4448483,0.31158948
19129CU4968,ST,07,4448483,0.42144996
19129CU4968,ST,08,4448483,0.3678167
19129CU4968,ST,09,4448483,0.36332405
19129CU4968,ST,10,4448483,0.31158948
19129CU4968,ST,11,4448483,0.31158948
19129CU4968,ST,12,4448483,0.31158948
19129CU4968,ST,13,4448483,0.31158948
19129CU4968,ST,14,4448483,0.31158948
19129CU4968,ST,15,4448483,0.3959059
19129CU4968,ST,16,4448483,0.31158948
19129CU4968,ST,17,4448483,0.31158948
19129CU4968,ST,18,4448483,0.3959059
19129CU4968,ST,19,4448483,0.31158948
19129CU4968,ST,20,4448483,0.31158948
19129CU4968,ST,21,4448483,0.42144996
19129CU4968,ST,22,4448483,0.3959059
19129CU4968,ST,23,4448483,0.3678167
19129CU4968,ST,24,4448483,0.3678167
19129CU4968,ST,25,4448483,0.3959059
19129CU4968,ST,26,4448483,0.31158948
19129CU4968,ST,27,4448483,0.31158948
19129CU4968,ST,28,4448483,0.3959059
19129CU4968,ST,29,4448483,0.3959059
19129CU4968,ST,30,4448483,0.31158948
19129CU5504,ST,01,4251609,0.625936
19129CU5505,ST,01,4251609,0.6123969
19129CU5506,ST,01,4251609,0.6386927
19129CX6488,1#,01,0261983243,0.1139903
19129CX6569,ST,01,0260664788,0.017981082
19129CX7874,ST,01,0262746162,0.413106
19129CX7878,ST,01,0262006918,0.35697243
19129CX8997,ST,01,0264059348,0.767004
19129CX9931,ST,01,4496303,0.03574664
19129CX9931,ST,02,4496303,0.03574664
19129CX9931,ST,03,4496303,0.03574664
19129CX9931,ST,04,4496303,0.03574664
19129CX9931,ST,05,4496303,0.03574664
19129CX9931,ST,06,4496303,0.03574664
19129CZ1966,ST,01,3927733,0.5740149
19129CZ1966,ST,02,3927733,0.050773963
19129CZ1966,ST,03,3927733,0.034008868
19129DB5439,1#,01,0264024801,0.11984109
19129DB5439,1#,02,0264024801,0.7571003
19129DB5439,1#,03,0264024801,0.62598646
19129DB5439,1#,04,0264024801,0.57613224
19129DB5439,1#,05,0264024801,0.57613224
19129DB5439,1#,06,0264024801,0.50367105
19129DB5439,1#,07,0264024801,0.56321156
19129DC1973,1#,01,0263276795,0.025555814
19129DC1973,1#,02,0263276795,0.025555814
19129DC1973,1#,03,0263276795,0.025555814
19129DC1973,1#,04,0263276795,0.025555814
19129DC1973,1#,05,0263276795,0.025555814
19129DC1973,1#,06,0263276795,0.025555814
19129DG7112,ST,01,0264089303,0.12645385
19129DG7112,ST,02,0264089303,0.19045517
19129DG7112,ST,03,0264089303,0.19045517
19129DG7112,ST,04,0264089303,0.19045517
19129DG7112,ST,05,0264089303,0.050317723
19129DI2230,1#,01,0264044715,0.767004
19129DI2231,1#,01,0264044715,0.767004
19129DI4106,ST,01,3622716,0.090402335
19129DI4109,ST,01,0263986315,0.71395916
19129DI4109,ST,02,0263986315,0.71395916
19129DI4422,ST,01,0262678784,0.045131307
19129DI4422,ST,02,0262678784,0.091940925
19129DI4422,ST,03,0262678784,0.054810613
19129DI4422,ST,04,3678780,0.03750585
19129DI4422,ST,05,3678780,0.03750585
19129DI4422,ST,06,3678780,0.03750585
19129DI4422,ST,07,3678780,0.03750585
19129DI4422,ST,08,3678780,0.03750585
19129DI4422,ST,09,3678780,0.03750585
19129DI4484,ST,01,0264044507,0.7571003
19129DI4484,ST,02,0264044507,0.7571003
19129DI4489,1#,01,0263791475,0.60942066
19129DI4489,1#,02,0263791475,0.60942066
19129DI4532,ST,01,0264015368,0.74486315
19129DI4541,ST,01,0264015368,0.74486315
19129DI4900,ST,01,3286483,0.038857743
19129DI4900,ST,02,3286483,0.038857743
19129DI4908,1#,01,3850898,0.8158785
19129DI4908,1#,02,3850898,0.63309216
19129DI4908,1#,03,3850898,0.15664725
19129DI4910,ST,01,0260989697,0.67644835
19129DI4910,ST,02,0260989697,0.64936984
19129DI4910,ST,03,3474189,0.54725266
19129DI4910,ST,04,0260989697,0.63822
19129DI4932,1#,01,3342628,0.33924058
19129DI5367,1#,01,0263749082,0.5508633
19129DI5787,ST,01,4133200,0.50046617
19129DI5787,ST,02,4133200,0.63131905
19129DI6202,ST,01,0263291699,0.62120324
19129DI6202,ST,02,0263291699,0.62120324
19129DJ1294,1#,01,3433107,0.012041095
19129DJ1294,1#,02,3433107,0.012690453
19129DJ1295,1#,01,3433107,0.012041095
19129DJ1295,1#,02,3433107,0.012690453
19129LM0411,ST,01,0262323993,0.336124
19129LM0815,1#,01,3472676,0.37109622
19129LM0819,1#,01,4096685,0.6873838
19129LM0819,1#,02,4096685,0.51109105
19129LM0819,1#,03,4096685,0.51109105
19129LM0819,1#,04,4096685,0.08677825
19129LM0821,1#,01,0259503862,0.27528107
19129LQ0202,1#,01,0263720010,0.58697873
19129LQ0202,1#,02,0263720010,0.58697873
19129LQ0205,1#,01,0263292227,0.49043968
19129LQ0205,1#,02,0263292227,0.49043968
19129LQ0219,1#,01,0262975829,0.48279065
19129LQ0219,1#,02,0262975829,0.48279065
19129MA3778,ST,01,3898650,0.04658821
19129MA4509,ST,01,3898650,0.05835408
19129MC5474,ST,01,0263945313,0.04060033
19129MC7576,ST,01,3555172,0.4249594
19129MC7576,ST,02,3555172,0.0930539
19129MC7576,ST,03,3555172,0.01080575
19129MC7576,ST,04,3555172,0.01080575
19129MC7576,ST,05,3555172,0.01080575
19129MD7257,ST,01,0259764711,0.013758816
19129MD7257,ST,02,0259764711,0.013758816
19129MD9301,ST,01,0258583327,0.3032372
19129ME1033,ST,01,0263407415,0.16125534
19129ME5719,1#,01,3833350,0.19481738
19129ME5725,1#,01,3833350,0.19106758
19129ME5726,1#,01,3833350,0.30478463
19129ME5908,1#,01,3833350,0.30478463
19129ME7184,1#,01,4451374,0.25988874
19129ME7184,1#,02,4433448,0.3701904
19129ME7184,1#,03,4433448,0.27092814
19129ME7184,1#,04,4433448,0.45810544
19129ME7485,1#,01,4433448,0.27602354
19129ME7485,1#,02,4433448,0.29034716
19129ME9821,ST,01,3545224,0.30470097
19129MG2910,1#,01,0263406443,0.50150526
19129MG2910,1#,02,0263406443,0.50150526
19129MG2910,1#,03,0263406443,0.50150526
19129MG2910,1#,04,0263406443,0.50150526
19129MG9009,1#,01,0246676787,8.3036014e-08
19129MG9009,1#,02,0255510220,1.3326824e-06
19129MH9606,ST,01,0262372398,0.008868182
19129MI6044,ST,01,0261783237,0.0020447245
19130080397,ST,01,0261139607,0.0014304529
19130081139,ST,01,4157229,0.74414545
19130081139,ST,02,4157229,0.74414545
19130084898,1#,01,3909174,0.3331384
19130084898,1#,02,3909174,0.47901443
19130084898,1#,03,3909174,0.44452772
19130084898,1#,04,3909174,0.3331384
19130084898,1#,05,3909174,0.47901443
19130084898,1#,06,3909174,0.44452772
19130084898,1#,07,3909174,0.22371091
19130084898,1#,08,3909174,0.42611167
19130084898,1#,09,3909174,0.19675623
19130084898,1#,10,3566411,0.5350377
19130084898,1#,11,3909174,0.42611167
19130084898,1#,12,3566411,0.7091761
19130084898,1#,13,3566411,0.021652821
19130084898,1#,14,3566411,0.021652821
19130084898,1#,15,3566411,0.021652821
19130084898,1#,16,3566411,0.021652821
19130084907,ST,01,0259318180,0.0011171774
19130084907,ST,02,0259318180,0.0011171774
19130086330,ST,01,0263776395,0.5884326
19130086330,ST,02,0263776395,0.5884326
19130086330,ST,03,0263776395,0.60470855
19130475801,ST,01,3898650,0.050400294
19130479137,ST,01,4054139,0.54197353
19130479137,ST,02,4054139,0.54197353
19130479137,ST,03,4054139,0.43817344
19130479137,ST,04,4054139,0.43817344
19130485466,1#,01,0262463159,0.1396318
19130485466,1#,02,0262463159,0.1396318
19130485466,1#,03,0262463159,0.0227652
19130485466,1#,04,0262463159,0.53958887
19130780010,ST,01,0256918375,0.013634366
19130780010,ST,02,0256918375,0.05748952
19130780010,ST,03,0262787754,0.014275719
19130780010,ST,04,0262787754,0.014275719
19130780010,ST,05,0262787754,0.014275719
19130780010,ST,06,0256918375,0.021961028
19130780010,ST,07,0256918375,0.04568992
19130780010,ST,08,0262787754,0.014275719
19130780010,ST,09,0262787754,0.014742169
19130780010,ST,10,0256918375,0.021961028
19130780010,ST,11,0256918375,0.04702307
19130780010,ST,12,0262787754,0.012856466
19130780010,ST,13,0256918375,0.064401746
19130780010,ST,14,0256918375,0.011147919
19130780010,ST,15,0256918375,0.011147919
19130780010,ST,16,0256918375,0.012551024
19130870476,1#,01,0264029322,0.018291416
19130BE2933,ST,01,0259936397,4.069081e-05
19130BE2933,ST,02,0259936397,4.069081e-05
19130BE2933,ST,03,0259936397,0.0004728982
19130BF6758,ST,01,4124221,0.19721623
19130BF6762,ST,01,0232464289,0.00011248235
19130BF6762,ST,02,0232464289,0.0013008113
19130BF6762,ST,03,0232464289,0.0013008113
19130BF6762,ST,04,0232464289,0.0013008113
19130BF6762,ST,05,0232464289,0.0013008113
19130BF6762,ST,06,0232464289,0.0013008113
19130BF6762,ST,07,0232464289,0.0013008113
19130BF6762,ST,08,0232464289,0.0013008113
19130BF6762,ST,09,0232464289,0.0013008113
19130BF6762,ST,10,0232464289,0.0013008113
19130BF6763,ST,01,4420044,0.051598255
19130BH3015,1#,01,0263476887,0.030162042
19130BH3015,1#,02,0263476887,0.030162042
19130BH3015,1#,03,0263476887,0.0009467829
19130BH3015,1#,04,0263476887,0.08618706
19130BH3015,1#,05,0263476887,0.030162042
19130BI3657,ST,01,4037049,0.4426241
19130BI3657,ST,02,4037049,0.4426241
19130BI3657,ST,03,4037049,0.4426241
19130BI4927,1#,01,0261034432,9.412597e-05
19130BJ4624,ST,01,4173162,0.40567634
19130BJ4627,ST,01,4064460,0.4494105
19130BJ4627,ST,02,4064460,0.6618517
19130BJ4627,ST,03,4064460,0.5299595
19130BJ4627,ST,04,4064460,0.44422632
19130BJ4629,ST,01,4173162,0.428166
19130BJ4629,ST,02,4173162,0.29478467
19130BJ4631,ST,01,4173162,0.46863076
19130BJ6809,ST,01,0262837060,0.36432132
19130BJ6809,ST,02,0262837060,0.36432132
19130BJ6809,ST,03,0262837060,0.36432132
19130BJ6809,ST,04,0262837060,0.43706912
19130BK0878,ST,01,0263637328,0.096329
19130BK5489,ST,01,3846484,0.14055915
19130BK5642,1#,01,0263458780,0.6491079
19130BK5642,1#,02,0263458780,0.6491079
19130BK6007,ST,01,0263457772,0.69585603
19130BK6007,ST,02,0263457772,0.69585603
19130BK6009,ST,01,0263144863,0.5660213
19130BK6009,ST,02,0263144863,0.5660213
19130BK6009,ST,03,0263144863,0.5660213
19130BK6009,ST,04,0263144863,0.5660213
19130BK6418,ST,01,0263637834,0.4449199
19130BK6424,ST,01,0263637834,0.4415955
19130BK6460,ST,01,0263637834,0.45792353
19130BK6649,ST,01,4488245,0.37818685
19130BK7690,1#,01,0261898039,0.0001356321
19130BK7690,1#,02,0261898039,0.0003427328
19130BK7690,1#,03,0261898039,0.00043143757
19130BK7690,1#,04,135464029,0.00014174453
19130BK7690,1#,05,135464029,0.00014174453
19130BK8530,1#,01,4164300,0.5377504
19130BK8530,1#,02,4164300,0.4281981
19130BK8614,1#,01,0262029226,0.15727475
19130BK8614,1#,02,0262029226,0.15727475
19130BL4188,ST,01,0263760086,0.45489976
19130BL4188,ST,02,0263760086,0.5025739
19130BL4188,ST,03,0263760086,0.5025739
19130BL4188,ST,04,0263760086,0.47745296
19130BL4229,ST,01,0263977727,0.658205
19130BL4229,ST,02,0263977727,0.658205
19130BL4232,1#,01,0263998878,0.09857984
19130BL4232,1#,02,0263998878,0.09857984
19130BL4244,ST,01,0263431778,0.29595527
19130BL4244,ST,02,0263431778,0.26586413
19130BL4244,ST,03,0263431778,0.29595527
19130BL4244,ST,04,0263431778,0.29595527
19130BL4244,ST,05,0263431778,0.29595527
19130BL4439,ST,01,0263871292,0.29094356
19130BL4828,ST,01,0263822397,0.28131494
19130BL4828,ST,02,0263822397,0.2932209
19130BL4828,ST,03,0263822397,0.28131494
19130BL4829,ST,01,0263822397,0.47374037
19130BL4836,ST,01,0262451236,0.7003543
19130BL4836,ST,02,0262451236,0.7003543
19130BL4841,ST,01,0261821425,0.1139903
19130BL4841,ST,02,0261821425,0.1139903
19130BL4843,ST,01,0261821425,0.0382475
19130BL4843,ST,02,0261821425,0.0382475
19130BL4925,ST,01,3548037,9.990802e-05
19130BL5166,ST,01,4036189,0.07586847
19130BL5166,ST,02,4036189,0.07586847
19130BL5166,ST,03,3674305,0.004257604
19130BL5166,ST,04,3589474,0.020768104
19130BL5168,ST,01,4036189,0.52158695
19130BL5168,ST,02,4036189,0.522618
19130BL5168,ST,03,3674305,0.4866216
19130BL5302,ST,01,3478463,0.38961843
19130BL5302,ST,02,3478463,0.4209331
19130BO2031,ST,01,3395249,0.43817344
19130BO2031,ST,02,3395249,0.43817344
19130BO2031,ST,03,3395249,0.54197353
19130BO2031,ST,04,3395249,0.54197353
19130BO8161,ST,01,4464089,0.6027183
19130BO8161,ST,02,4464089,0.12931795
19130BO8161,ST,03,4464089,0.22384258
19130BO8161,ST,04,4464089,0.21638632
19130BO8161,ST,05,4464089,0.22384258
19130BO8161,ST,06,4464089,0.25824463
19130BO8161,ST,07,4464089,0.21429187
19130BO8161,ST,08,4464089,0.22528967
19130BO8161,ST,09,4464089,0.22528967
19130BO8161,ST,10,4464089,0.22528967
19130BO8161,ST,11,4464089,0.22528967
19130BQ3610,ST,01,4488245,0.43271947
19130BR1719,ST,01,0259648372,0.04280106
19130BR1720,ST,01,0259648372,0.053452875
19130BR1726,ST,01,0262502242,0.08933788
19130BR1726,ST,02,0262502242,0.06260885
19130BR1726,ST,03,0262502242,0.06260885
19130BR1726,ST,04,0262502242,0.08933788
19130BR1729,ST,01,0258788124,0.04298678
19130BR1730,ST,01,0259121662,0.039980046
19130BR1730,ST,02,0259121662,0.046080425
19130BR1730,ST,03,0259121662,0.046080425
19130BR1730,ST,04,0259121662,0.046080425
19130BR1730,ST,05,0259121662,0.039980046
19130BR1730,ST,06,0259121662,0.046080425
19130BR1731,ST,01,0263994355,0.6838673
19130BR1731,ST,02,0263994355,0.6838673
19130BR1731,ST,03,0263994355,0.6838673
19130BR1731,ST,04,0263994355,0.646264
19130BR1732,ST,01,0263994355,0.6838673
19130BR1741,ST,01,0263418272,0.29595527
19130BR1741,ST,02,0263418272,0.29595527
19130BR1741,ST,03,0263418272,0.29595527
19130BR1741,ST,04,0263418272,0.29595527
19130BR1741,ST,05,0263418272,0.2035176
