KEY_CHK_DCN_NBR,CURNT_QUE_UNIT_NBR,actioncode,actionscore
19148BY5851,V3,MCJ00,0.0003700587
19148BY6169,V3,9COB0,0.00056515285
19148BY6506,V3,01030,0.0005627426
19148BY6725,V3,12390,0.00021268406
19148BY6804,V3,11250,0.00025834612
19148BY6881,V3,12390,0.00021764358
19148BY7031,V3,12390,0.00021268406
19148BY7091,V3,12390,0.0002239991
19148BY7202,V3,12390,0.00021041046
19148BY7328,V3,12390,0.00022160457
19148BY7359,V3,12390,0.00021268406
19148BZ3715,V3,9COB0,0.0005233398
19148BZ3903,V3,12390,0.00014978427
19148BZ3923,V3,12390,0.000117780306
19148BZ4071,V3,MCJ00,0.0001502589
19148BZ4268,V3,9COB0,0.0025569033
19148BZ4755,V3,12390,0.0005410776
19148BZ4777,V3,9COB0,0.00055821706
19148BZ4779,V3,9COB0,0.0005325206
19148BZ4784,V3,9COB0,0.0061431704
19148BZ4829,V3,12390,0.0004609463
19148BZ4894,V3,12390,0.00033258303
19148BZ5315,V3,9COB0,0.0001686185
19148BZ7446,V3,12390,0.00013519784
19148BZ7605,V3,9COB0,0.00065289554
19148BZ7684,T*,12390,0.16343153
19148BZ9166,V3,9COB0,0.001232425
19148CA2504,V3,9COB0,0.0042885626
19148CA2794,V3,MCJ00,0.0014661931
19148CA2964,V3,9COB0,0.0011972985
19148CA3224,K#,9COB0,0.001254582
19148CA3357,V3,9COB0,0.0009288317
19148CA3550,V3,12390,0.00029022366
19148CA3564,V3,9COB0,0.0015096465
19148CA3601,V3,G2400,0.0023574156
19148CA4993,V3,12390,0.13787465
19148CA7758,V3,12390,0.0024381112
19148CB0205,V3,12390,0.00038030543
19148CB0292,V3,9COB0,0.00032494756
19148CB0304,V3,M9999,0.0014822925
19148CB0340,V3,9COB0,0.00024947597
19148CB0367,V3,M9999,0.0012757818
19148CB0401,K#,9COB0,0.00035131164
19148CB0465,V3,MCJ00,0.00024626523
19148CB0545,V3,01030,0.0039998754
19148CB3434,V3,G2400,0.0003528819
19148CB4174,V3,9COB0,0.00032616855
19148CB7977,V3,21640,0.0033405102
19148CC2172,V3,12390,0.00016487118
19148CC4099,V3,12390,0.000114326824
19148CC9136,T*,12390,0.00012447887
19148CC9233,V3,M9999,0.0019832547
19148CC9432,K#,MCJ00,0.0006329001
19148CC9552,V3,M9999,0.001201533
19148CD7083,K#,9COB0,0.00083221146
19148CE0908,V3,01030,0.001621519
19148CF3476,V3,9COB0,0.0047650584
19148CG2531,V3,M9999,0.00080619653
19148CG2616,V3,12390,0.0001382695
19148CG2691,V3,12390,0.0002850936
19148CG2730,V3,9COB0,0.00031479492
19148CG2739,K#,MCJ00,0.00042833155
19148CG2757,V3,G2400,0.016120274
19148CG2767,V3,9COB0,0.0003683002
19148CG2829,V3,G2400,0.015108234
19148CG2844,V3,G2400,0.063038535
19148CG2853,V3,MCJ00,0.00052090717
19148CG2909,V3,G2400,0.018616749
19148CG2931,V3,G2400,0.013662752
19148CG2953,V3,G2400,0.038779683
19148CG2965,V3,MCJ00,0.00052090717
19148CG2977,V3,G2400,0.013708981
19148CG3032,V3,G2400,0.00030603702
19148CG3116,V3,M9999,0.0004040312
19148CG3144,V3,G2400,0.015116445
19148CG3146,K#,MCJ00,0.0006231644
19148CG3147,V3,G2400,0.010020956
19148CG3209,V3,MCJ00,0.00022907145
19148CG3234,V3,G2400,0.026776768
19148CG3259,K#,G2400,0.14046247
19148CG3275,V3,12390,0.00017515136
19148CG3282,V3,12390,0.00020136576
19148CG3291,V3,9COB0,0.00022120959
19148CG3322,V3,MCJ00,0.00024604978
19148CG3329,V3,9COB0,0.0012478741
19148CG3361,V3,M9999,0.00067595555
19148CG3365,K#,M9999,0.00032718948
19148CG3388,V3,M9999,0.001498981
19148CG3426,V3,M9999,0.0002350343
19148CG3458,V3,9COB0,0.000363347
19148CG3488,V3,12390,0.00016863941
19148CG3537,V3,9COB0,0.000261616
19148CG3548,K#,M9999,0.0046606567
19148CG3553,V3,MCJ00,0.00034975205
19148CG3554,V3,9COB0,0.001297877
19148CG3616,V3,G2400,0.012801097
19148CG3620,V3,21640,0.0016950292
19148CG3635,V3,12390,0.00027829272
19148CG3652,V3,G2400,0.011174253
19148CG3726,V3,G2400,0.017022682
19148CG3776,V3,G2400,0.016154736
19148CG3781,V3,G2400,0.025944332
19148CG4072,V3,9COB0,0.0011031412
19148CG4939,V3,9COB0,0.00020441237
19148CH0610,V3,9COB0,0.0007464194
19148CH3867,K#,9COB0,0.00025587808
19148CH4421,V3,MCJ00,0.00017141097
19148CH4452,V3,12390,0.00013897855
19148CH7020,V3,01030,0.0030243495
19148CH7797,V3,01030,0.00034468737
19148CH9317,V3,12390,0.01629737
19148CI0784,V3,9COB0,0.0010991289
19148CI2181,V3,9COB0,0.0009775949
19148CI6016,V3,9COB0,0.0011811542
19148CI6106,V3,MCJ00,0.00012503265
19148CI7927,V3,21640,8.498008e-05
19148CI8045,V3,MCJ00,0.0003930904
19148CI8366,V3,M9999,0.0002220557
19148CI8372,V3,21640,8.498008e-05
19148CI8968,V3,12390,0.00017044482
19148CI9850,V3,12390,0.00020516451
19148CJ1260,V3,9COB0,0.00016124971
19148CJ1291,V3,9COB0,0.00072480814
19148CJ1565,V3,9COB0,0.0050124954
19148CJ1575,V3,12390,0.00011600548
19148CJ1664,V3,9COB0,0.00016124971
19148CJ1835,V3,9COB0,0.0050124954
19148CJ3312,V3,12390,0.00032134156
19148CJ3361,V3,MCJ00,0.00082121557
19148CJ3434,V3,MCJ00,0.00032244358
19148CJ3467,V3,12390,0.00041573166
19148CJ3479,V3,MCJ00,0.00061980885
19148CJ3483,V3,12390,0.00035857505
19148CJ3517,V3,M9999,0.0009653934
19148CJ3552,V3,M9999,0.002283443
19148CJ3574,V3,M9999,0.0009060183
19148CJ3701,K#,9COB0,0.00020484082
19148CJ3734,V3,M9999,0.00032277757
19148CJ3815,V3,9COB0,0.0005564285
19148CJ3868,V3,MCJ00,0.00018492239
19148CJ3869,V3,MCJ00,0.00018375268
19148CJ3891,V3,MCJ00,0.00030642856
19148CJ3898,V3,M9999,0.0017152424
19148CJ3985,V3,12390,0.00025577223
19148CJ3990,V3,12390,0.00014248824
19148CJ4063,V3,12390,0.0008450344
19148CJ4198,V3,M9999,0.002195276
19148CJ4212,V3,12390,0.00026044084
19148CJ4316,V3,MCJ00,0.0003448869
19148CJ4341,K#,9COB0,0.00085126946
19148CJ4364,V3,12390,0.0009567145
19148CJ4395,V3,12390,0.00036281967
19148CJ4396,V3,12390,0.0003339072
19148CJ4413,V3,12390,0.0011592839
19148CJ4414,V3,12390,0.00035311191
19148CJ4424,V3,MCJ00,0.007037849
19148CJ4439,V3,9COB0,0.0013105501
19148CJ4449,V3,9COB0,0.0014698411
19148CJ4483,V3,M9999,0.00013073314
19148CJ4541,V3,9COB0,0.0012537757
19148CJ4570,V3,12390,0.00021466964
19148CJ4693,V3,M9999,0.0014368397
19148CJ4844,V3,MCJ00,0.0006181973
19148CJ4936,V3,12390,0.00028942176
19148CJ5166,V3,M9999,0.0006755019
19148CJ7057,V3,12390,0.0004456498
19148CJ7727,V3,12390,0.00036094757
19148CK3509,V3,21640,0.008218784
19148CK3810,V3,01030,0.00052258733
19148CK4314,V3,12390,0.00016086485
19148CK5725,V3,12390,0.00025532927
19148CK5837,V3,9COB0,0.0038498791
19148CK6019,V3,12390,0.00025532927
19148CK8726,V3,M9999,0.0045113172
19148CK9822,K#,M9999,0.00013700903
19148CN1828,V3,12390,0.0013968432
19148CN1890,V3,9COB0,0.00078982575
19148CN2164,V3,12390,0.0002326214
19148CN2421,V3,12390,0.00017371781
19148CN2754,V3,12390,9.20346e-05
19148CO0901,V3,M9999,0.0047248835
19148CO3233,V3,9COB0,0.0006811899
19148CO3322,V3,12390,0.00017257864
19148CO3551,V3,9COB0,0.0006811899
19148CO5655,V3,12390,0.00019087395
19148CO8952,V3,MCJ00,0.0002977455
19148GA0081,V3,12390,0.0001759295
19148GA0091,V3,12390,0.00042972286
19148GA0098,V3,12390,0.0002885514
19148GA0196,V3,12390,0.0002500389
19148GA0368,V3,G2400,0.0016339865
19148GA0376,V3,9COB0,0.001570974
19148GA0406,V3,G2400,0.0413135
19148GA0417,V3,12390,0.00023166498
19148GA0789,V3,12390,0.00026612825
19148GA1053,K#,12390,0.00029059607
19148GA1054,V3,12390,0.00028604598
19148GA1074,V3,12390,0.00031089227
19148GA1529,V3,12390,0.00037141127
19148GA1606,V3,12390,0.00033630614
19148GA1689,V3,12390,0.00029989355
19148GA1709,V3,12390,0.0002969302
19148GA1744,V3,12390,0.0002969302
19148GA1914,V3,12390,0.00029989355
19148GA1926,V3,12390,0.0002969302
19148GA1930,V3,21640,0.0019196869
19148GA1932,V3,12390,0.00030970213
19148GA1940,V3,21640,0.0021085266
19148GA1957,V3,12390,0.00029989355
19148GA1981,TZ,G2400,0.0010346367
19148GA2027,V3,12390,0.00029989355
19148GA2039,V3,12390,0.0002969302
19148GA2051,K#,9COB0,0.00033286028
19148GA2059,V3,21640,0.0018054354
19148GA2061,V3,12390,0.00030534255
19148GA2065,V3,12390,0.00034825547
19148GA2071,V3,12390,0.00029989355
19148GA2077,V3,12390,0.0002969302
19148GA2087,V3,12390,0.0002969302
19148GA2110,V3,12390,0.00029989355
19148GA2120,V3,21640,0.0018567381
19148GA2122,V3,12390,0.0002969302
19148GA2159,V3,12390,0.0002969302
19148GA2202,V3,12390,0.0002969302
19148GA2208,V3,12390,0.0002969302
19148GA2219,V3,12390,0.00029989355
19148GA2292,V3,12390,0.00029989355
19148GA2293,V3,12390,0.00034825547
19148GA2297,V3,21640,0.0018292825
19148LM0141,V3,9COB0,0.0011062798
19148MA0887,W*,9COB0,0.0011573188
19148MA8044,W*,21640,0.0028972658
19148MA8101,W*,21640,0.0030588491
19148MA8351,W*,9COB0,0.00013667239
19148MA9018,W*,21640,0.0031525495
19148MA9628,W*,9COB0,0.000457295
19148MA9811,W*,21640,0.0030557446
19148MB1419,W*,9COB0,0.00013667239
19148MB1602,W*,9COB0,0.00013667239
19148MB2648,W*,21640,0.0029108673
19148MB4306,W*,21640,0.0030588491
19148MB6874,X*,01030,0.00011066487
19148MB9581,X*,01030,0.00011608682
19148MC5942,X*,01030,0.00011882128
19148QR0327,V3,12390,0.00016871405
19148R10074,V3,12390,0.00013802345
19148R10133,T*,9COB0,0.0072880667
19148R11204,V3,12390,0.00032064228
19148R11350,V3,12390,0.0006413885
19148R11355,V3,9COB0,0.0044038077
19148R11382,K#,MCJ00,0.0029626752
19148R11386,K#,MCJ00,0.0018948528
19148R11387,V3,21640,0.0026108427
19148R11421,V3,01030,0.001103813
19148R11511,V3,12390,0.00040432325
19148R11530,V3,12390,0.00019876631
19148R11625,V3,9COB0,0.0013981588
19148RA0015,V3,12390,0.00018558957
19148RA0016,V3,9COB0,0.0002212134
19149086368,X*,01030,0.0010156498
19149086886,X*,01030,0.0012657504
19149089303,W*,75010,0.0029959166
19149477997,X*,01030,0.00011528561
19149489023,X*,01030,0.00011528561
19149490961,X*,75010,0.0015557596
19149870526,X*,75010,0.00036730457
19149BA3390,V3,12390,0.1677942
19149BA3871,V3,9COB0,0.00018749361
19149BA3928,V3,9COB0,0.00018749361
19149BA5000,V3,9COB0,0.0008195747
19149BB1559,V3,01030,0.0038700746
19149BB1854,V3,01030,0.0034888792
19149BB6675,V3,9COB0,0.0010110076
19149BC0802,V3,01030,0.0003017848
19149BC1853,V3,9COB0,0.0005454165
19149BC1903,V3,12390,0.00031445714
19149BC2004,V3,9COB0,0.0005454165
19149BC2037,V3,9COB0,0.0005454165
19149BC2073,V3,9COB0,0.0005454165
19149BC2092,V3,12390,0.000117942596
19149BC2102,V3,9COB0,0.0005454165
19149BC2148,V3,12390,0.00032395773
19149BC2177,V3,9COB0,0.0005454165
19149BC2235,V3,9COB0,0.0005454165
19149BC2257,V3,9COB0,0.00025388005
19149BC2299,V3,12390,0.00015078665
19149BC2314,V3,9COB0,0.0001668097
19149BC2380,V3,9COB0,0.0005454165
19149BC2410,V3,12390,0.00018292529
19149BC2465,V3,9COB0,0.0005454165
19149BC2480,V3,9COB0,0.0005454165
19149BC2504,K#,9COB0,0.00045716536
19149BC2664,V3,M9999,0.002221637
19149BC2747,V3,MCJ00,0.0024407406
19149BC2828,V3,9COB0,0.00028185287
19149BC2993,V3,9COB0,0.001031147
19149BC3084,V3,9COB0,0.0007789336
19149BC6343,V3,12390,0.00011963736
19149BC6602,V3,M9999,0.002820591
19149BD6149,V3,MCJ00,0.0010149127
19149BD6818,T*,12390,0.000116674775
19149BD6865,V3,M9999,0.0013298468
19149BD9880,V3,12390,0.00029508033
19149BE0156,K#,9COB0,0.00012879202
19149BE0233,V3,9COB0,0.00079033314
19149BE8599,V3,9COB0,0.00015833111
19149BF0367,V3,12390,9.8208824e-05
19149BF0432,V3,MCJ00,0.00021815718
19149BF0568,V3,12390,9.537653e-05
19149BF0859,V3,M9999,0.081290215
19149BF0873,K#,MCJ00,0.009320856
19149BF1161,V3,12390,0.00010048492
19149BF4979,K#,M9999,0.00025911402
19149BF5357,K#,9COB0,0.0029313902
19149BF7334,V3,9COB0,0.00018559063
19149BF7461,V3,12390,0.00022053802
19149BG2129,V3,9COB0,0.0014066852
19149BG2131,V3,12390,0.00021201023
19149BG2133,V3,9COB0,0.0008044147
19149BG2320,V3,9COB0,0.0011760836
19149BG2403,V3,M9999,0.00024148179
19149BG2445,V3,12390,0.0006305661
19149BG2472,K#,9COB0,0.00030924391
19149BG2485,V3,9COB0,0.0011878088
19149BG2540,V3,M9999,0.0036294044
19149BG3868,V3,MCJ00,0.0002663712
19149BG4860,V3,12390,0.012311148
19149BH3275,K#,9COB0,0.0009490675
19149BH3841,V3,12390,0.00028313545
19149BH7012,V3,12390,0.000110623834
19149BH7039,V3,12390,0.00014961982
19149BH7382,V3,12390,0.00014961982
19149BH7419,V3,12390,0.00014961982
19149BH7626,V3,MCJ00,0.00029830664
19149BH7762,V3,12390,0.00014961982
19149BI3517,V3,G2400,0.007920428
19149BK8941,V3,12390,0.00024813143
19149BL3531,V3,M9999,0.0025386396
19149BL3808,V3,M9999,0.0037867578
19149BL4344,V3,9COB0,0.00037237312
19149BL7807,K#,9COB0,0.0007453549
19149BL8950,V3,12390,0.0004418152
19149BL8953,V3,12390,0.00014000913
19149BL9672,V3,9COB0,0.0008907032
19149BL9855,V3,9COB0,0.00016166692
19149BN3662,V3,9COB0,0.00077140314
19149BN4126,V3,9COB0,0.00017084525
19149BO1324,V3,9COB0,0.0010371103
19149BO1494,V3,12390,0.00014618882
19149BO1573,V3,12390,0.00013858089
19149BO4140,V3,9COB0,0.00012687137
19149BO5683,V3,12390,0.00012338975
19149BO5762,T*,9COB0,0.00019795173
19149BO6088,T*,9COB0,0.00019795173
19149BO6644,K#,12390,0.0029391465
19149BO6818,V3,9COB0,0.00022565397
19149BO8172,V3,12390,0.00032097998
19149BP0018,V3,9COB0,0.0003534337
19149BP4577,V3,9COB0,0.0011511013
19149BP4633,V3,9COB0,0.0011511013
19149BP4860,V3,9COB0,0.0011135346
19149BP4874,V3,9COB0,0.0011135346
19149BP6410,V3,9COB0,0.000705332
19149BP8230,V3,9COB0,0.00091415754
19149BP8358,K#,M9999,0.00011671138
19149BP8489,K#,9COB0,0.00018957403
19149BP8641,V3,MCJ00,0.0017131324
19149BP9021,K#,12390,0.00018957241
19149BP9239,K#,12390,0.00018957241
19149BQ7990,V3,12390,0.00044994612
19149BQ9378,K#,21640,0.0022464658
19149BQ9463,V3,12390,0.00014506765
19149BQ9549,V3,21640,0.001870278
19149BQ9851,V3,12390,0.00012805116
19149BR6158,V3,M9999,0.00024793987
19149BR7563,V3,9COB0,0.0012208818
19149BS4221,K#,9COB0,0.0008264336
19149BS9928,V3,12390,0.00013893853
19149BT0363,V3,M9999,0.00014549335
19149BT0441,V3,12390,0.00014764954
19149BU0832,V3,01030,0.00013065663
19149BU2272,V3,21410,0.023951592
19149BU2507,V3,9COB0,0.0001709272
19149BU2517,V3,21410,0.010674438
19149BU2926,V3,MCJ00,0.0026608785
19149BU5119,V3,9COB0,0.00079033314
19149BU6413,V3,12390,0.00010527185
19149BU6827,V3,12390,0.00049830164
19149BU7032,V3,9COB0,0.00024232686
19149BU7920,V3,9COB0,0.00090947706
19149BU8134,V3,12390,0.0001927074
19149BU8339,V3,MCJ00,0.00022068966
19149BU8682,V3,M9999,0.00047771016
19149BU8843,V3,M9999,0.0010213957
19149BU8978,V3,12390,0.0003034796
19149BU9030,V3,MCJ00,0.00023593845
19149BU9048,V3,MCJ00,0.00023593845
19149BU9156,V3,MCJ00,0.00023593845
19149BU9172,V3,12390,0.00014998592
19149BU9240,V3,MCJ00,0.00023593845
19149BU9244,V3,MCJ00,0.00023593845
19149BU9249,V3,MCJ00,0.00023593845
19149BU9263,V3,MCJ00,0.00023593845
19149BU9353,V3,MCJ00,0.00023593845
19149BU9360,V3,12390,0.00017895475
19149BU9380,V3,MCJ00,0.00023593845
19149BU9467,V3,MCJ00,0.00023593845
19149BU9468,V3,12390,0.00054024864
19149BU9482,V3,12390,0.00017895475
19149BU9597,V3,MCJ00,0.00023593845
19149BU9618,V3,MCJ00,0.00023593845
19149BU9620,V3,12390,0.00042785078
19149BU9648,V3,MCJ00,0.00023593845
19149BU9667,V3,MCJ00,0.00023593845
19149BU9672,V3,12390,0.00024763084
19149BU9788,V3,12390,0.00014998592
19149BU9829,V3,12390,0.00014998592
19149BU9871,V3,12390,0.00017895475
19149BU9872,V3,12390,0.00014998592
19149BU9978,V3,12390,0.00017895475
19149BV0662,V3,12390,0.000921004
19149BV2273,V3,M9999,0.004077346
19149BV2441,V3,M9999,0.0025841626
19149BV3012,V3,MCJ00,0.0007856382
19149BV6309,V3,12390,0.0004882833
19149BV7427,V3,12390,0.00021273353
19149BW2476,V3,12390,0.0014367356
19149BW2626,V3,12390,0.0014206363
19149BW2927,V3,01030,0.00011104363
19149BW3238,V3,9COB0,0.004818379
19149BW3428,V3,12390,0.13934773
19149BW9910,V3,9COB0,0.0006958035
19149BX2044,V3,M9999,0.43310684
19149BX3071,V3,12390,0.008515336
19149BX3259,V3,M9999,0.0058215875
19149BX3732,V3,MCJ00,0.0017609784
19149BX3814,V3,MCJ00,0.0014312903
19149BX3825,V3,12390,0.00023627949
19149BX5442,V3,MCJ00,0.03425873
19149BX5686,V3,MCJ00,0.03425873
19149BX5777,V3,M9999,0.0027746204
19149BX5960,V3,M9999,0.0027746204
19149BX6009,V3,MCJ00,0.038154896
19149BX9191,V3,M9999,0.0012300964
19149BY1558,V3,M9999,0.00038937017
19149BY2445,V3,12390,0.00026732375
19149BY2507,V3,9COB0,0.00015715368
19149BY2972,V3,01030,0.0025221258
19149BY3358,V3,01030,0.006698398
19149BY3865,V3,12390,0.018545635
19149BY6598,V3,12390,0.00014536509
19149BY6605,V3,12390,0.00023850056
19149BY7157,V3,M9999,0.00029102218
19149BY7208,T*,M9999,0.0008649382
19149BY7258,V3,9COB0,0.0018361815
19149BY7408,V3,12390,0.0012927264
19149BY7409,T*,9COB0,0.0009129847
19149BY7442,V3,MCJ00,0.00027183202
19149BY7619,V3,12390,0.0002145217
19149BY7802,K#,M9999,0.012696573
19149BY7823,V3,M9999,0.00069030724
19149BY7896,V3,01030,0.0018800765
19149BY8059,T*,12390,0.00017466003
19149BY8282,V3,9COB0,0.00013465632
19149BZ0225,V3,9COB0,0.000497759
19149BZ1068,V3,9COB0,0.00032298075
19149BZ1748,V3,12390,0.00016193397
19149BZ2318,V3,M9999,0.00016514039
19149BZ2491,V3,12390,0.0015865694
19149BZ2747,V3,9COB0,0.00021868967
19149BZ2795,K#,9COB0,0.00024419648
19149BZ2853,V3,9COB0,0.00021868967
19149BZ2875,V3,9COB0,0.00021868967
19149BZ2987,V3,9COB0,0.00024811487
19149BZ3093,V3,9COB0,0.00025076204
19149BZ3200,V3,MCJ00,0.00029287318
19149BZ3201,V3,9COB0,0.00021868967
19149BZ3317,V3,MCJ00,0.0003431907
19149BZ6089,K#,MCJ00,0.0003602899
19149CA4143,V3,M9999,0.0005825423
19149CA4191,V3,M9999,0.00050338736
19149CA4242,V3,M9999,0.1041847
19149CA9333,V3,11250,0.000934499
19149CA9806,V3,9COB0,0.00020031426
19149CB1466,V3,75010,0.00058649114
19149CB1914,K#,12390,0.009485055
19149CB2103,V3,9COB0,0.00012239882
19149CB2382,K#,21640,0.0068366737
19149CB2413,V3,MCJ00,0.07548575
19149CB3804,K#,MCJ00,0.00032780453
19149CB4042,V3,12390,0.00018238435
19149CC5074,V3,21640,0.0015882085
19149CC5300,V3,9COB0,0.0002079253
19149CC9363,V3,M9999,0.0005338758
19149CC9443,V3,M9999,0.0004155423
19149CD1565,V3,9COB0,0.00033992293
19149CE2054,V3,MCJ00,0.00063262176
19149CE2499,V3,9COB0,0.0006549734
19149CE7562,V3,9COB0,0.0010283329
19149CE7617,V3,9COB0,0.00024430547
19149CE7632,V3,9COB0,0.0015000991
19149CE7797,V3,12390,0.0045632864
19149CE7875,V3,G2400,0.0047467495
19149CE7876,V3,9COB0,0.0011765867
19149CE7878,V3,9COB0,0.0013936927
19149CE7896,V3,G2400,0.013873867
19149CE7897,V3,12390,0.00029203502
19149CE7922,V3,9COB0,0.0012334583
19149CE7928,V3,MCJ00,0.0038437594
19149CE7931,K#,G2400,0.1260725
19149CE7944,V3,9COB0,0.00033245623
19149CE7976,V3,9COB0,0.0012334583
19149CE8012,V3,G2400,0.018319406
19149CE8022,V3,12390,0.00017502898
19149CE8069,V3,M9999,0.0050164256
19149CE8080,V3,9COB0,0.0012370363
19149CE8186,V3,G2400,0.0035690113
19149CE8259,V3,9COB0,0.00038359172
19149CE8311,V3,9COB0,0.0012411636
19149CE8386,V3,MCJ00,0.0010980556
19149CE8389,V3,G2400,0.01029581
19149CE8445,V3,01030,0.0019129635
19149CE8507,V3,G2400,0.008238447
19149CE8616,K#,9COB0,0.0004620027
19149CE9592,V3,12390,0.008067167
19149CE9617,V3,12390,0.00030489164
19149CE9665,V3,9COB0,0.00028023982
19149CE9774,V3,9COB0,0.0009045437
19149CF2232,V3,9COB0,0.0007192471
19149CF2604,V3,9COB0,0.0007192471
19149CF9644,V3,12390,0.001220447
19149CG3239,V3,9COB0,0.0012198142
19149CG3851,V3,9COB0,0.00026011872
19149CG4051,V3,12390,0.00019415743
19149CG4142,V3,G2400,0.00018410079
19149CG7633,V3,12390,0.0002860446
19149CG7714,V3,MCJ00,0.0010483913
19149CG7729,V3,12390,0.00028233082
19149CG7768,V3,9COB0,0.001615429
19149CG7801,V3,MCJ00,0.0025646274
19149CG7872,V3,M9999,0.00022623995
19149CG8119,V3,M9999,0.00018954258
19149CG8197,V3,M9999,0.00024812054
19149CG8218,T*,12390,0.00014255822
19149CG8514,V3,9COB0,0.00015308346
19149CG8525,V3,9COB0,0.0013925378
19149CG8626,V3,12390,0.00020522634
19149CG8651,V3,12390,0.00045565542
19149CG9395,V3,M9999,0.0048050373
19149CG9562,V3,12390,0.00012007853
19149CG9745,K#,9COB0,0.0003593793
19149CH0169,V3,M9999,0.0048850114
19149CH4729,V3,G2400,0.00034209053
19149CH4961,V3,01030,0.0010326206
19149CH5398,V3,9COB0,0.0011317256
19149CH5495,V3,MCJ00,0.89683616
19149CH6775,V3,G2400,0.01054191
19149CH6779,V3,MCJ00,0.9552689
19149CH6790,V3,G2400,0.016906748
19149CH6853,V3,G2400,0.016906748
19149CH6912,V3,G2400,0.01054191
19149CH7030,V3,MCJ00,0.9686508
19149CH7039,V3,MCJ00,0.9686508
19149CH7169,V3,MCJ00,0.86570865
19149CH7350,V3,MCJ00,0.8262654
19149CH7372,V3,G2400,0.01054191
19149CH7457,V3,G2400,0.016906748
19149CH7497,V3,G2400,0.01054191
19149CH7549,V3,MCJ00,0.8262654
19149CH7633,V3,G2400,0.01054191
19149CH8639,V3,MCJ00,0.010944929
19149CH8695,V3,12390,0.0003683195
19149CH8939,V3,M9999,0.0006855423
19149CH9001,V3,MCJ00,0.012237142
19149CH9010,V3,12390,0.00020886058
19149CH9392,K#,MCJ00,0.0004895558
19149CH9677,V3,21640,0.0016011931
19149CH9858,V3,MCJ00,0.0006009819
19149CH9884,V3,G2400,0.00018681781
19149CI0117,V3,21640,0.0016011931
19149CI0406,V3,21640,0.001992944
19149CI0474,V3,MCJ00,0.000490328
19149CI0609,V3,21640,0.0015882085
19149CI0834,V3,75010,0.00016255557
19149CI3601,V3,12390,0.00072072673
19149CI3657,V3,12390,0.00072072673
19149CI3841,V3,9COB0,0.00027464575
19149CI4150,V3,9COB0,0.0005769688
19149CI4153,V3,9COB0,0.00017236682
19149CJ1762,V3,9COB0,0.00013361417
19149CJ2686,V3,9COB0,0.00015405341
19149CJ6906,V3,M9999,0.0023701682
19149CJ6986,V3,9COB0,0.0011974981
19149CJ7093,V3,9COB0,0.00049352454
19149CJ7293,V3,9COB0,0.00039363545
19149CJ7748,V3,9COB0,0.0008842861
19149CK8031,V3,12390,0.000339079
19149CL0848,V3,12390,0.00033006398
19149CL1231,V3,9COB0,0.00012843526
19149CL1535,V3,12390,0.00010004568
19149CL4727,V3,21640,0.0053155874
19149CL7046,V3,MCJ00,0.00048830354
19149CL7610,V3,12390,0.00037063862
19149CL7793,V3,9COB0,0.00071845687
19149CL9222,V3,9COB0,0.00031432285
19149CL9580,V3,9COB0,0.0003373652
19149CM1286,V3,12390,0.0028682644
19149CM5494,V3,01030,0.000113685644
19149GA3266,K#,21640,0.00620862
19149GA3480,V3,G2400,0.02077709
19149GA3575,V3,G2400,0.0019350933
19149GA3584,V3,G2400,0.0012007979
19149MA4811,X*,01030,0.00011537546
19149MB2367,W*,21640,0.002861836
19149MD0917,X*,01030,0.00011806581
19149MD7722,W*,9COB0,0.000457295
19149ME1793,X*,01030,0.006484871
19149ME9891,X*,9COB0,0.0004938076
19149MF0122,X*,75010,0.00037504383
19149MF3688,W*,9COB0,0.0020212722
19149MG4009,X*,75010,0.016589016
19149QA4513,V3,12390,0.0061011086
19149R10065,V3,01030,0.00087716605
19149R10069,V3,12390,0.0026783922
19149R10071,V3,9COB0,0.0027917111
19149R10095,V3,M9999,0.00097328366
19149R10096,V3,M9999,0.0011510113
19149R10097,V3,M9999,0.001388233
19149R10116,V3,M9999,0.0031545805
19149R10156,T*,M9999,0.006626275
19149R10755,V3,9COB0,0.0006326112
19149R11162,V3,12390,0.00025368744
19149R11171,V3,G2400,0.2841554
19149R11175,V3,21640,0.0028861745
19149R11288,V3,M9999,0.0014101416
19149R11300,K#,9COB0,0.0011126243
19149R11301,K#,12390,0.00013710393
19150136517,V3,9COB0,0.00062693976
19150470198,X*,75010,0.0024262944
19150489453,X*,9COB0,0.00036034812
19150492781,X*,9COB0,0.000535933
19150870446,X*,9COB0,0.0007334425
19150BA4435,V3,9COB0,0.00018803519
19150BA5019,V3,9COB0,0.00046707285
19150BA5120,V3,12390,0.00011327164
19150BA6799,V3,01030,0.00011529825
19150BA6883,V3,9COB0,0.0008493415
19150BA6897,V3,12390,0.0022690413
19150BA9911,V3,MCJ00,0.000561165
19150BB1715,V3,M9999,0.00030168644
19150BD1791,V3,9COB0,0.0009998326
19150BD2035,K#,01030,0.004183839
19150BE0082,V3,01030,0.0003017848
19150BE1457,V3,75010,0.00032505786
19150BE1582,K#,MCJ00,0.00052986265
19150BE1754,V3,M9999,0.009015707
19150BE2129,V3,MCJ00,0.0036767041
19150BE2224,V3,12390,8.231069e-05
19150BE7836,V3,12390,0.0020429748
19150BE8059,V3,MCJ00,0.00059421256
19150BE8340,V3,21640,0.0040206024
19150BE9746,V3,9COB0,0.00089430803
19150BF0058,V3,9COB0,0.000754286
