KEY_CHK_DCN_NBR,CURNT_QUE_UNIT_NBR,actioncode,actionscore
19115CS8195,V3,M9999,0.0020755394
19115CX7545,V3,9COB0,0.0007855458
19115DB8413,V3,12390,0.0001450068
19115JA0330,V3,12390,0.00024854837
19115JB7258,V3,MCJ00,0.70272577
19115R10869,V3,MCJ00,0.00021711942
19116CB4207,V3,MCJ00,0.0002364501
19116CI8120,V3,M9999,0.00014827188
19116CI8291,V3,M9999,0.0049363994
19116CK6977,V3,MCJ00,0.00020715436
19116CN2660,V3,21640,0.0032713637
19116CT1459,V3,M9999,0.00045812118
19116CT3422,V3,01030,0.00025446943
19116CU6508,V3,12390,0.0017839626
19116CX1184,V3,21640,0.0029990247
19116CX9018,V3,9COB0,0.0006543008
19117BC3555,T*,12390,0.00038345772
19117BM5426,T*,M9999,0.034465335
19119BG7909,V3,01030,0.00049774954
19119CC9417,V3,12390,0.0001140321
19119CC9434,V3,12390,0.00018065856
19119CJ7557,V3,12390,0.00011721762
19119CR0566,V3,01030,0.37648338
19119CS2644,V3,M9999,0.0003951478
19119CV3706,V3,12390,0.00018410606
19119R10931,V3,12390,0.002641203
19119R11370,V3,G2400,0.008117668
19120CJ8123,T*,12390,0.00020464111
19120CO2843,V3,M9999,0.0006072362
19120CP1462,V3,9COB0,0.00032121444
19120CX9749,V3,9COB0,0.0002215881
19120CX9752,V3,M9999,0.003915225
19120CY1098,V3,MCJ00,0.00018941684
19120DC2377,V3,M9999,0.016036022
19120DC2444,V3,M9999,0.010317834
19120DC2537,V3,M9999,0.0073067197
19120DC2610,V3,M9999,0.0029213503
19120DC3719,V3,G2400,0.010993935
19120DC3720,V3,G2400,0.0034949621
19120DC6330,V3,M9999,0.00032508542
19120DE3100,V3,01030,0.00019905897
19120DE3131,V3,9COB0,0.0005963512
19120DE7670,V3,9COB0,0.0012847161
19120R10837,V3,12390,0.00045838085
19120R10958,V3,12390,0.0036966938
19120R11096,T*,M9999,0.002930193
19120R11516,V3,12390,0.00032255027
19120R11533,V3,9COB0,0.00056252733
19121BP9995,V3,M9999,0.0008151167
19121BS8049,V3,MCJ00,0.00015307791
19121BV2562,V3,M9999,0.0019632147
19121CB7791,V3,M9999,0.12049454
19121CZ2908,V3,MCJ00,0.0005441835
19121DA3051,V3,12390,0.00013949382
19121DG8350,V3,M9999,0.00047269423
19121DK2775,V3,12390,0.00043256258
19121H26986,Q*,21640,0.005386098
19121H32841,K#,21640,0.007108096
19121H35007,K#,21640,0.0072397143
19121H36051,K#,9COB0,0.00047140484
19121H36673,V3,G2400,0.036940955
19121H36748,V3,01030,0.008006141
19121H39355,K#,21640,0.023589358
19121H42518,K#,21640,0.005561994
19121H45770,K#,21640,0.00017169511
19121JA1886,V3,12390,0.00035831382
19121JA3467,V3,21640,0.0012497868
19121JA3669,V3,MCJ00,0.73001015
19121JA3670,V3,21640,0.0013708377
19121R10666,V3,MCJ00,0.00021480171
19122BN1633,V3,12390,0.003155578
19122BU0794,K#,MCJ00,0.00029192254
19122CM4310,V3,21640,0.0029296344
19122CO1823,V3,MCJ00,0.00033330993
19122CU5508,V3,12390,0.00023853581
19122CU5605,V3,9COB0,0.00014335306
19122CW5648,V3,M9999,0.0006516538
19122CW7338,V3,9COB0,0.0005400134
19122DD9632,V3,9COB0,0.00068404584
19122DE2627,V3,9COB0,0.00081880426
19122DE2645,V3,M9999,0.00074162846
19122DH7374,V3,01030,0.036240518
19122DH7560,V3,9COB0,0.0005439887
19122H11442,K#,21640,0.0008085327
19122H11459,K#,21640,0.0076002316
19122H11460,K#,21640,0.0076662083
19123BF5045,V3,MCJ00,0.00027253217
19123CK3237,V3,12390,0.0001505921
19123CK3479,V3,21640,0.002724235
19123CR1619,K#,12390,0.00022524728
19123CU9984,V3,01030,0.0032378894
19123CY2236,V3,12390,0.00013651492
19123JA0321,V3,12390,0.0004337249
19123R10194,V3,12390,0.00040538883
19123R11088,V3,M9999,0.00058318983
19123R11568,V3,9COB0,0.00023020341
19126BB5838,V3,M9999,0.0010540487
19126BB6298,V3,M9999,0.0032616341
19126BD5685,V3,12390,0.00044453162
19126BD5741,V3,9COB0,0.001572237
19126BF4626,V3,G2400,0.00038048293
19126CA1420,V3,M9999,0.0036736296
19126CA1700,V3,MCJ00,0.001397985
19126CD5771,V3,M9999,0.0029293154
19126CI7109,V3,M9999,0.015497011
19126CI7113,V3,M9999,0.0031488487
19126CO3443,V3,M9999,0.0013279901
19126CO4011,V3,12390,0.004038795
19126CT2760,V3,01030,0.000985818
19126CT8117,V3,MCJ00,0.0022962408
19126DC5407,V3,M9999,0.00024381262
19126DC7989,V3,9COB0,0.00097592914
19126DC8602,V3,MCJ00,0.0005551018
19126DJ9037,V3,MCJ00,0.00024451123
19126DK5788,V3,MCJ00,0.0018680407
19126R10965,V3,M9999,0.002281497
19126R11223,V3,12390,0.0017197381
19126R11350,V3,12390,0.0006568109
19126R11393,V3,9COB0,0.0014356395
19126RB0049,V3,12390,0.022728473
19127BH0815,V3,12390,0.0020851672
19127BR0415,V3,MCJ00,0.0003379762
19127BZ7394,V3,9COB0,0.00024965918
19127CA3638,V3,9COB0,0.0009002305
19127CF5075,V3,12390,0.00020135137
19127CJ2113,V3,MCJ00,0.020690594
19127CJ8223,K#,M9999,0.00027311948
19127CO3023,V3,9COB0,0.00035976953
19127CR0176,V3,MCJ00,0.00031993326
19127CR4204,V3,12390,9.128667e-05
19127CS1304,V3,9COB0,0.00040870297
19127CS1455,V3,9COB0,0.001635944
19127CS1630,V3,9COB0,0.0004908176
19127CS2353,V3,M9999,0.0016559148
19127CS2451,V3,9COB0,0.001396854
19127CX0575,V3,12390,0.0022549478
19127DC2342,T*,9COB0,0.0006026125
19127JB8295,V3,12390,0.0003211284
19127JB8390,V3,12390,0.0007168982
19127R12010,V3,9COB0,0.00093289063
19128BG8847,V3,9COB0,0.00029095061
19128BP8356,V3,M9999,0.0015492869
19128BZ1616,V3,12390,0.00013104755
19128CA8339,V3,MCJ00,0.0001253558
19128CK5466,V3,12390,0.000106539344
19128CK5624,V3,M9999,0.0061345035
19128CK5784,V3,9COB0,0.0018041674
19128CK7951,V3,21640,0.0027747827
19128CM4837,V3,M9999,0.0016250522
19128CM5434,V3,M9999,0.0034225804
19128CQ9567,V3,9COB0,0.009685458
19128CQ9607,V3,M9999,0.0007584333
19128CQ9624,V3,M9999,0.0012342805
19128CZ1309,V3,12390,0.00020568552
19128JA0360,V3,12390,0.00025233728
19128JA1617,V3,12390,0.0007011366
19129BH0751,V3,M9999,0.0016269208
19129BH0752,V3,MCJ00,0.00022249312
19129BH0827,V3,M9999,0.00066900445
19129CA5657,V3,01030,0.0021652058
19129CG3173,V3,12390,0.021194218
19129CG3219,V3,MCJ00,0.00030383278
19129CK4978,V3,M9999,0.0013665584
19129CK4979,V3,M9999,0.0007074731
19129CK5036,V3,M9999,0.0013050652
19129CK5037,V3,M9999,0.0013050652
19129CL6749,V3,21640,0.002724235
19129CL6801,V3,12390,0.00065834663
19129CL7093,V3,75010,0.0001357277
19129CL7678,V3,M9999,0.008403714
19129CU3385,V3,12390,0.00039699452
19129CX3164,V3,9COB0,0.0007727411
19129CX3432,V3,MCJ00,0.0010032988
19129CX4991,V3,M9999,0.000582987
19129CX5129,V3,12390,0.00026040012
19129CX5569,K#,M9999,0.0003165256
19129DB9387,V3,12390,0.00016029405
19129DC0450,V3,12390,0.0002874616
19129DC0461,V3,12390,0.00029083443
19129DC0538,V3,M9999,0.0009840112
19129JA1951,V3,12390,0.0003356161
19129JB6020,V3,MCJ00,0.6707907
19129JB6380,V3,MCJ00,0.89957935
19129JB6392,V3,G2400,0.0007681363
19129R10052,V3,12390,0.00015498385
19129R10096,V3,9COB0,0.000112338705
19129R11083,V3,12390,0.23008837
19130BH3178,V3,12390,0.0049096714
19130BH9834,V3,M9999,0.0048618265
19130BJ1928,V3,9COB0,0.000133063
19130CJ6058,V3,12390,0.00012582897
19130CK5866,V3,21640,0.0027747827
19130CK7700,V3,12390,9.9382945e-05
19130CK8090,V3,12390,0.0047975
19130CL7212,V3,MCJ00,0.0011804461
19130CQ4284,V3,12390,0.00019073587
19130CQ4298,V3,12390,0.000114433824
19130CQ5586,V3,MCJ00,0.0025639054
19130CQ8571,V3,MCJ00,0.0005277432
19130CQ8786,V3,MCJ00,0.000932461
19130H10047,V3,G2400,0.015716722
19130H10152,V3,G2400,0.010922848
19130H10220,V3,G2400,0.0031362562
19130H10306,K#,21640,0.0037507177
19130H10611,V3,G2400,0.013026969
19130H10655,V3,9COB0,0.0059045968
19130JA2565,V3,12390,0.0003778947
19130JB4545,V3,MCJ00,0.5586624
19130R11624,V3,12390,0.0016486447
19131BB4739,K#,12390,0.005021252
19131BG3458,V3,12390,0.00017644087
19131BG3749,V3,9COB0,0.00036276173
19131BI2699,K#,9COB0,0.0005193804
19131GA2759,V3,12390,0.00034484072
19131GA2894,V3,12390,0.0003043242
19133672194,V3,12390,0.0005829381
19133BB6205,V3,M9999,0.0010355283
19133BJ6868,V3,MCJ00,0.00022951701
19133BX0447,V3,21640,0.0027296308
19133BX1141,V3,21640,0.0025585808
19133BY1454,V3,MCJ00,0.00048037735
19133BZ1607,V3,9COB0,0.00081761956
19133CF3077,V3,01030,0.0026014277
19133R10038,V3,MCJ00,0.00038148824
19133R11024,V3,12390,0.00048113556
19133R11025,V3,12390,0.00047819468
19134BB5759,V3,9COB0,0.00014856439
19134BH0845,K#,21640,0.0052530575
19134BU0231,V3,21640,0.0027403645
19134BV1089,V3,MCJ00,0.00022270877
19134BW3136,V3,MCJ00,0.00079792814
19134BW3143,V3,MCJ00,0.00064233335
19134BW3172,V3,9COB0,0.0002336675
19134BW3509,V3,01030,0.75297457
19134BW3702,V3,MCJ00,0.00038242168
19134BW3862,V3,MCJ00,0.0004463775
19134BZ2199,V3,12390,0.00013773012
19134CC5902,V3,12390,0.001796286
19134CH5277,V3,01030,0.00014265721
19134CL3294,V3,M9999,0.0008169023
19134CL6182,K#,12390,0.00016855822
19134GA2961,V3,12390,0.0003639426
19134R10303,V3,12390,0.0015799986
19134R10945,V3,12390,0.0026567033
19134R11276,V3,12390,0.0015396887
19134R11277,V3,12390,0.00031081995
19134RB0037,V3,M9999,0.011453859
19135BB9629,V3,M9999,0.00023418026
19135BG1865,K#,G2400,0.3005052
19135BK5689,V3,12390,0.00036473502
19135BS4414,V3,12390,0.00018215945
19135BX9202,V3,01030,0.0068986258
19135CA5089,V3,MCJ00,0.0006918843
19135CA5709,V3,9COB0,0.00019660773
19135CG6305,V3,MCJ00,0.0041117743
19135CI8759,V3,12390,0.00020271735
19135CM0169,V3,9COB0,9.4968855e-05
19135CM0514,V3,9COB0,0.00031754572
19136BC7577,V3,75010,0.0001893309
19136BC8094,V3,M9999,0.002331005
19136BE2686,V3,9COB0,0.00014996219
19136BE4098,V3,12390,0.00860658
19136CJ3849,V3,9COB0,0.0007243897
19136CJ4095,V3,MCJ00,0.0003211324
19136GC1652,V3,12390,0.00078848004
19136R10739,V3,12390,0.00038112295
19137BH2883,V3,21640,0.0029467356
19137BI6351,V3,9COB0,0.00027281628
19137BP0107,V3,12390,0.00013130033
19137BR2830,V3,12390,0.0002411654
19137BT1017,V3,12390,0.0001731808
19137BU8420,V3,MCJ00,0.0010974528
19137BU8647,V3,01030,0.00020886357
19137BU8762,T*,9COB0,0.0002306206
19137BX3103,V3,M9999,0.00019010004
19137CD5977,V3,12390,0.00016108343
19137CE8505,V3,12390,0.0016676545
19137CF3049,K#,M9999,0.0023473094
19137GA1152,V3,12390,0.00040094365
19137R10136,V3,21640,0.0029602493
19137R11530,V3,12390,0.0004441991
19137R11745,V3,12390,0.00039959766
19137R11812,V3,12390,0.0005627689
19137R12251,V3,12390,0.00045051888
19138BD1359,V3,9COB0,0.0022290025
19138BE8897,V3,9COB0,0.0014317714
19138BE8980,V3,M9999,0.00076114526
19138BF2549,K#,MCJ00,0.00076246646
19138BF2893,K#,MCJ00,0.0013726379
19138GA2171,V3,9COB0,0.00038568233
19138GB7392,V3,12390,0.0005099829
19139BB3608,V3,MCJ00,0.0054656807
19139BB3674,V3,12390,0.0027540985
19140BM4557,V3,9COB0,0.006147961
19140BR2786,V3,M9999,0.00033770452
19140BU9834,V3,MCJ00,0.00036921864
19140CA2313,V3,9COB0,0.0020561754
19140CI1885,T*,9COB0,0.00034418693
19140CL1895,V3,9COB0,0.0018041674
19140CL2190,V3,9COB0,0.0018041674
19140CL6867,V3,12390,0.005984067
19140CM9756,V3,9COB0,0.0021074575
19140CN0577,V3,M9999,0.00052024843
19140CN0871,V3,12390,0.0029984
19140CV1329,V3,01030,0.0013335485
19140CV1343,V3,M9999,0.002887337
19140R11003,V3,MCJ00,0.015892403
19140R12259,V3,M9999,0.0026964955
19141BA4907,K#,12390,0.00010040265
19141BJ4152,V3,M9999,0.00047596387
19141BO6728,V3,9COB0,0.00091949763
19141BS4891,V3,MCJ00,0.0002540905
19141BU4423,V3,MCJ00,0.00078330404
19141CE1510,V3,40230,0.029293587
19141CE9753,V3,9COB0,0.00016367745
19141CF0560,V3,12390,0.0030992106
19141CF0965,V3,12390,0.0029265927
19141CG3492,V3,12390,0.0038184298
19141CG3753,V3,12390,0.002709562
19141CL7864,T*,75010,0.0012413262
19141CO9243,V3,9COB0,0.00027104813
19141CO9312,V3,12390,0.0016491893
19141CP4132,V3,MCJ00,0.026528511
19141CP8090,V3,M9999,0.0002009323
19141GA1598,V3,9COB0,0.00094361074
19141GC5046,V3,12390,0.0002834828
19141R10901,V3,12390,0.00024499148
19141R10983,V3,M9999,0.0013691853
19141R11345,V3,12390,0.0026476386
19142BH4731,V3,01030,0.0016490873
19142BN4418,V3,01030,0.0012495666
19142BX2648,V3,12390,0.00010556125
19142BX5948,V3,M9999,0.0010960005
19142BY4105,V3,21640,0.002724235
19142CB3674,V3,12390,0.0032859896
19142CB3843,V3,01030,0.00025530273
19142CB5877,V3,MCJ00,0.009676433
19142CG7643,V3,01030,0.01348939
19142CG8071,V3,MCJ00,0.00015075719
19142CI5742,V3,12390,9.7081516e-05
19142CJ1319,V3,12390,0.00014133748
19142CN9638,V3,12390,0.0019436614
19142GA0845,V3,9COB0,0.00040688307
19142GC5625,V3,12390,0.00033200867
19142GC5639,V3,12390,0.00037638968
19142GC5752,V3,12390,0.0003409604
19142R10376,V3,M9999,0.001372104
19142R10723,V3,12390,0.0012464919
19143BI8641,V3,21640,0.0031443303
19143BK3392,V3,12390,0.00016949914
19143BK3537,V3,12390,0.00017705989
19143BP0697,V3,12390,0.0015603319
19143BU4540,V3,G2400,0.03797561
19143BW2262,V3,01030,0.0004583614
19143BX0725,V3,12390,0.0027727147
19143BX2488,V3,12390,0.02550133
19143CA3017,V3,M9999,0.00013743548
19143CF3746,V3,9COB0,0.00025157363
19143CG7136,V3,12390,0.0033248714
19143CG7198,V3,12390,0.0020691522
19143CG7369,V3,12390,0.0029178052
19143CI2281,V3,9COB0,0.0006173345
19143R10818,V3,12390,0.0009642348
19144BA6380,V3,MCJ00,0.0011792823
19144BH4762,V3,21640,0.0020445911
19144BO5944,V3,MCJ00,0.0001545712
19144BQ6444,V3,G2400,0.024752066
19144BW2825,V3,21640,0.002724235
19144BZ2306,V3,G2400,0.015539218
19144BZ2793,V3,M9999,0.0031340865
19144CD8224,V3,9COB0,0.00024610962
19144CD8876,V3,12390,0.0015436552
19144CH7869,V3,MCJ00,0.00041025324
19144CH8032,V3,12390,0.0021785384
19144CL2880,V3,MCJ00,0.00026168386
19144R10505,V3,12390,0.0015593042
19144R10668,V3,M9999,0.00014138331
19144R11895,V3,MCJ00,0.0010586597
19144R11896,V3,MCJ00,0.0005694743
19144R11897,V3,MCJ00,0.0005450893
19144R11898,V3,12390,0.00032588758
19144R11930,V3,MCJ00,0.00092376
19144R11932,V3,MCJ00,0.0017458542
19144R11936,V3,MCJ00,0.0035349755
19144R11938,V3,MCJ00,0.002620218
19144R12185,V3,MCJ00,0.0028855295
19145BD4057,V3,12390,0.00011025324
19145BD4275,V3,9COB0,0.00016754025
19145BD4408,V3,12390,0.000104390965
19145BD5444,V3,9COB0,0.00014242575
19145BD5683,V3,9COB0,0.0008198063
19145BD5687,V3,9COB0,0.0009586274
19145BD5759,V3,12390,0.00012167397
19145BD5765,V3,9COB0,0.00018121339
19145BD5795,V3,12390,0.00010412771
19145BD5826,V3,11250,0.00013637936
19145BD5850,V3,12390,0.000117888725
19145BD5879,V3,9COB0,0.00021868198
19145BD5917,V3,9COB0,0.0009315042
19145BD5953,V3,9COB0,0.00016002296
19145BD5969,V3,12390,0.00014233384
19145BD5972,V3,9COB0,0.00081582187
19145BD5988,V3,9COB0,0.00012388408
19145BD5992,V3,9COB0,0.00025737277
19145BD6002,V3,12390,0.00010821288
19145BD6016,V3,9COB0,0.000255022
19145BD6023,V3,9COB0,0.00024107828
19145BD6061,V3,9COB0,0.0007864918
19145BE2031,V3,9COB0,0.00012265715
19145BE2138,V3,12390,0.00012186056
19145BE2272,V3,9COB0,0.00012265715
19145BE2420,V3,9COB0,0.0004931058
19145BE2503,V3,MCJ00,0.0009125768
19145BE2541,V3,12390,0.000109935776
19145BE2556,V3,12390,0.000109741486
19145BE2605,V3,12390,0.00012549669
19145BE2629,V3,9COB0,0.0008246715
19145BE2774,V3,9COB0,0.00022961374
19145BE2957,V3,9COB0,0.00021917002
19145BE2958,V3,12390,0.00023974516
19145BF4916,V3,M9999,0.00020226208
19145BF4939,V3,01030,0.0007635353
19145BF5067,V3,9COB0,0.0005233398
19145BF5113,V3,12390,0.0002841062
19145BF5150,V3,01030,9.46786e-05
19145BF5281,V3,12390,0.00014077741
19145BF5328,V3,9COB0,0.00088772667
19145BG0843,V3,9COB0,0.00022773129
19145BG0899,V3,9COB0,0.00026068205
19145BG0923,V3,12390,0.00025343942
19145BG0961,V3,12390,0.00011196131
19145BG0967,V3,12390,0.00019143715
19145BG1086,V3,12390,0.000111679175
19145BG1115,V3,9COB0,0.000521467
19145BG1121,V3,9COB0,0.00090708333
19145BG1163,V3,9COB0,0.00090708333
19145BG1214,V3,9COB0,0.00021491069
19145BG1269,V3,9COB0,0.00086317305
19145BG1271,V3,9COB0,0.0007567321
19145R40316,V3,G2400,0.20394014
19146BB0017,V3,12390,0.0029809123
19146BB0171,V3,12390,0.0026323989
19146BB2523,V3,12390,0.00015019617
19146BB6797,V3,9COB0,0.00027617082
19146BB7029,V3,9COB0,0.00015307922
19147BA1092,V3,G2400,0.050826725
19147BE3926,V3,M9999,0.00085196976
19147BO1834,V3,MCJ00,0.00024766935
19148BC9435,V3,12390,0.0031601484
19148BC9530,V3,12390,0.0025485174
19148BC9553,V3,12390,0.0031601484
19148BC9567,V3,12390,0.0048276824
19148BC9611,V3,12390,0.0022141952
19148BC9683,V3,12390,0.0034040534
19148BC9686,V3,12390,0.0020738116
19148BC9732,V3,12390,0.0022141952
19148BC9780,V3,12390,0.00199688
19148BC9859,V3,12390,0.002145445
19148BD0084,V3,12390,0.00242352
19148BN2086,V3,12390,0.00011994235
19148BW2316,V3,MCJ00,0.0015603728
19148BW2584,V3,9COB0,0.0006309343
19148BX2850,V3,12390,0.0020583742
19148BZ5427,V3,MCJ00,0.000116822725
19148BZ6033,V3,MCJ00,0.00032910093
19148BZ8939,V3,12390,0.0002239728
19148CD8210,V3,01030,0.0018065546
19148CN2545,V3,9COB0,0.0004948055
19148GA1048,V3,12390,0.00035887086
19148R10358,V3,MCJ00,0.00029417023
19148R11202,V3,9COB0,0.0026980026
19148R11587,V3,01030,0.00993785
19149BA4620,V3,9COB0,0.0005432933
19149BB0061,V3,12390,0.00033424768
19149BC2884,V3,MCJ00,0.000707762
19149BC3064,V3,12390,0.00035428363
19149BD9138,V3,MCJ00,0.00058260816
19149BH4793,V3,9COB0,8.819402e-05
19149BR0146,V3,MCJ00,0.0028870143
19149BU5858,V3,9COB0,0.00064901
19149BX0464,V3,9COB0,0.00062206417
19149BZ1374,V3,M9999,0.0001596144
19149BZ2696,V3,12390,0.00013146069
19149BZ2768,V3,12390,0.00016522007
19149BZ2872,V3,12390,0.00016522007
19149BZ3196,V3,12390,0.00014520272
19149CA9150,V3,MCJ00,0.00048772298
19149CA9340,V3,MCJ00,0.0010763038
19149CB2640,V3,01030,0.0016571884
19149CB2659,V3,01030,0.0033243627
19149CC8878,V3,9COB0,0.0005526414
19149CE1729,V3,MCJ00,0.00091584807
19149CE2126,V3,MCJ00,0.00025183617
19149CE2514,V3,12390,0.00015716974
19149CE9990,V3,MCJ00,0.00062629086
19149CH0465,V3,MCJ00,0.0009227818
19149CH0657,V3,12390,0.00015416804
19149R10022,V3,M9999,0.0049425703
19149R10026,V3,M9999,0.0049425703
19149R10241,V3,9COB0,0.00086017046
19149R10635,V3,M9999,0.00403261
19149R10970,V3,01030,0.020629909
19149R11148,V3,M9999,0.004369973
19150BB1632,V3,MCJ00,0.004973609
19150BE1342,V3,01030,0.0003201499
19150BH4115,V3,21640,0.00013980687
19150BQ7930,V3,9COB0,0.0006346079
19150BQ8203,V3,01030,0.0004766365
19150BW0172,V3,9COB0,0.0002080792
19150BY0166,V3,01030,0.00016971698
19150CH0779,V3,12390,0.00020102832
19150CH7466,V3,MCJ00,0.0004782205
19150CH7979,V3,12390,0.0029186988
19150CJ5361,V3,M9999,0.0073896553
19150CL8225,V3,9COB0,0.0020832552
19151BD0271,V3,9COB0,0.00065512885
19151BD3809,V3,01030,0.00025785173
19151BF5118,V3,M9999,0.0022590894
19151BT3778,V3,9COB0,0.000148939
19151BU6882,V3,9COB0,0.0009364015
19151BX6923,V3,MCJ00,0.00027353643
19151BX7345,V3,MCJ00,0.0006576405
19151CB3770,V3,12390,0.0030379363
19151CD0956,V3,MCJ00,0.0031129334
19151CE4161,V3,21640,0.0068998015
19151CF6555,V3,12390,0.0017751119
19151CH1676,V3,12390,0.00013428397
19151CH2394,V3,MCJ00,0.00030506725
19151CH7671,V3,01030,0.002056878
19151R10814,V3,12390,0.0012900567
19151R11044,V3,M9999,0.0062677343
19151R11996,V3,9COB0,0.0002848651
19152BF1253,V3,12390,0.0017173159
19154731482,V3,01030,0.9013483
19154BA0190,V3,12390,0.00065280375
19154BB9520,V3,12390,0.00018473066
19154BD0224,V3,12390,0.00199688
19154BW6246,V3,12390,0.006446071
19154BZ8100,V3,9COB0,0.00050940237
19154BZ8308,V3,G2400,0.004027278
19154BZ8445,V3,21640,0.0027296308
19154BZ8583,V3,9COB0,0.00050940237
19154BZ8847,V3,21640,0.0029296344
19154CE3907,V3,9COB0,0.00024133264
19154CG4156,V3,9COB0,0.00021099769
19154CG5065,V3,12390,0.0029477417
19154CH2943,V3,9COB0,0.00028114786
19154CI3916,V3,9COB0,0.00019266295
19154CI8179,V3,12390,0.00013372787
19154CI8973,V3,01030,0.0468343
19154CJ6769,V3,12390,0.0029598905
19154CK8778,V3,9COB0,0.00016754025
19154CM4455,V3,9COB0,0.00016754025
19154CM4590,V3,9COB0,0.00014242575
19154CM4613,V3,9COB0,0.0008977105
19154CM4645,V3,9COB0,0.00016307752
19154CM4781,V3,12390,0.0002149447
19154CM4797,V3,12390,0.0001410651
19154CP2294,V3,9COB0,0.00024138809
19154CP2336,V3,12390,0.00011184222
19154CP3131,V3,MCJ00,0.010264324
19154CP7157,V3,9COB0,0.0007252548
19154CP7480,V3,9COB0,0.0002295391
19154CP7660,V3,12390,0.00015913192
19154CP7811,V3,12390,0.00015642114
19154CP7994,V3,12390,0.00011452717
19154CP8005,V3,12390,0.00016008127
19154CP8409,V3,12390,0.00017593957
19154CP9611,V3,M9999,0.006103194
19154CP9759,V3,9COB0,0.0009432543
19154R10396,V3,MCJ00,0.00016826772
19154R11011,V3,M9999,0.0026137996
19155BD3449,V3,12390,0.00012123607
19155BD5786,V3,12390,0.0002643021
19155BH0162,V3,01030,0.0002482637
19155BH0354,V3,9COB0,0.00077219267
19155BH0812,V3,9COB0,0.00060458004
19155BI0350,V3,G2400,0.016723959
19155BL8632,V3,M9999,0.0002259181
19155BQ0447,V3,M9999,0.0006598451
19155BR9587,V3,12390,0.0002070337
19155BT2828,V3,9COB0,0.00033338874
19155BT7116,V3,12390,0.00014726695
19155BT7457,V3,12390,0.00012845143
19155BZ4155,V3,9COB0,0.0002824164
19155CA0861,V3,9COB0,0.00022434063
19155CA0868,V3,9COB0,0.00022434063
19155CK9276,V3,9COB0,0.0005233398
19155CN8660,V3,MCJ00,0.0009813149
19155R11129,V3,21640,0.009586643
19155R11702,V3,M9999,0.052805446
19155R11866,V3,9COB0,0.0007855458
19155RB0015,V3,M9999,0.0074350243
19155RB0016,V3,M9999,0.0074350243
19156BI6275,V3,12390,0.00021171835
19156BI6594,V3,12390,0.00037875
19156BL1137,V3,12390,0.00015956115
19156BT4812,V3,M9999,0.0016612697
19156CA0652,V3,12390,0.00012334481
19156CI0913,V3,M9999,0.0015233287
19157BL9107,T*,9COB0,0.00015425391
19157BQ4416,K#,12390,0.0002049684
19063CR4351,K#,12390,0.00023360089
19064CW6444,K#,9COB0,0.00015357851
19065BH7049,K#,01030,0.00037563316
19075BL5205,K#,9COB0,0.00061832054
19081CM1227,K#,12390,0.00023360089
19085BG3308,K#,MCJ00,0.0007211063
19087CM4210,K#,9COB0,0.00017836022
19088CD2181,Q*,M9999,0.0024610022
19088CP8548,K#,12390,0.0015464085
19089BR7841,K#,9COB0,0.0002417186
19091BE9668,V3,12390,0.00016513818
19091CK3817,K#,9COB0,0.00016119007
19091CK3981,Q*,9COB0,0.00075451715
19092CU5926,V3,9COB0,0.001366285
19092CY1225,K#,12390,0.00015636015
19093BI1446,K#,9COB0,0.0003434329
19093BX4357,K#,9COB0,0.0023790256
19093DC1468,V3,12390,0.00016665325
19093DF3399,K#,M9999,0.0012264538
19093DF3861,K#,9COB0,0.00030693496
19093DK8633,K#,M9999,0.0012242141
19093DK8671,K#,9COB0,0.00018350317
19093DK8948,K#,9COB0,0.0011764063
19093MF0323,X*,75010,0.002487593
19093R10535,V3,9COB0,0.00026324159
19094488832,X*,01030,0.00017335973
19094BP6678,V3,M9999,0.0013237081
19094CK3368,K#,M9999,0.001015525
19094CT0344,K#,9COB0,0.0002552572
19094CT0555,K#,MCJ00,0.00094935595
19094DI4346,K#,MCJ00,0.00020220425
19094MA4519,X*,9COB0,0.00044371243
19094R10609,V3,9COB0,0.0008338546
19095CJ3055,K#,MCJ00,0.00020725433
19095CQ6436,K#,MCJ00,0.000107931344
19095CX5855,K#,MCJ00,0.00040807074
19096478593,X*,01030,7.174243e-05
19096482436,X*,9COB0,0.00010900943
19096490639,X*,75010,0.00074981037
19096MA0975,X*,75010,0.00011733539
19096MC4762,X*,01030,7.214102e-05
19096MC8414,X*,9COB0,0.00022986346
19098BD9118,V3,12390,0.00012398016
19098CV7329,K#,9COB0,0.0008782382
19099480215,X*,75010,0.008894554
19099BF3033,K#,9COB0,0.0011870888
19099BG1950,V3,M9999,0.000111869
19099CZ1552,K#,MCJ00,0.0011033823
19099CZ6430,K#,M9999,0.00025052618
19099DM5206,V3,12390,0.00017093177
19100483872,X*,9COB0,0.00040568766
19100872408,X*,9COB0,0.00040568766
19100BC8145,V3,9COB0,0.000107163825
19100BC8167,V3,MCJ00,0.0006727941
19100BM4687,V3,9COB0,0.0002479803
19100CB4500,K#,MCJ00,0.00014499256
19100CS6933,K#,MCJ00,0.0022549725
19100CX5651,V3,M9999,0.00016253264
19100DI1538,K#,12390,0.00017990239
19100DN4262,V3,9COB0,0.00060355605
19100DU1882,V3,9COB0,0.0009502468
19100MA9398,X*,9COB0,0.00040568766
19100MC7121,X*,9COB0,0.00040568766
19100MC7784,X*,9COB0,0.00040568766
19100MD5039,X*,01030,9.621841e-05
19101BF1282,V3,9COB0,0.000915547
